POID,OrderDateKey,OrderDate,SupplierID,ProductID,Status,ApprovalStatus,Currency,IncoTerms,PortOfLoading,OrderedQty,ReceivedQty,receipt_rate,UnitCost_USD,TotalCost_USD,FreightCost_USD,ExchangeRate,ExpectedDeliveryDate,ActualDeliveryDate,expected_lead_time_days,actual_lead_time_days,is_late_delivery,_gold_built_at
PO000906,20240131,2024-01-31,SUP0016,PRD0032,Partially Received,Approved,BRL,FOB,Rotterdam,0.0,0.0,,2091.53,0.0,0.0,1.0109,2024-02-15,2024-02-24,15.0,24.0,1.0,2026-06-24 00:14:59.277238
PO000907,20230225,2023-02-25,SUP0015,PRD0016,Fully Received,Approved,NOK,,Port Of La,3182.0,3182.0,1.0,1842.27,5862103.14,3645.51,1.0,2023-05-25,2023-05-29,89.0,93.0,1.0,2026-06-24 00:14:59.277238
PO000908,20230724,2023-07-24,SUP0013,PRD0010,Fully Received,Approved,,DAP,<Na>,1803.0,1803.0,1.0,796.44,1435981.32,13689.96,1.0,2023-10-11,2023-11-02,79.0,101.0,1.0,2026-06-24 00:14:59.277238
PO000909,20230326,2023-03-26,SUP0006,PRD0003,Fully Received,Approved,CAD,DDP,Rotterdam,1315.0,1315.0,1.0,1748.25,2298948.75,5027.41,1.0,,2023-06-04,,70.0,0.0,2026-06-24 00:14:59.277238
PO000910,20220112,2022-01-12,SUP0001,PRD0011,Fully Received,Approved,BRL,CIF,Shanghai,96.0,96.0,1.0,,29333.76,241.06,1.0,2022-02-26,2022-03-25,45.0,72.0,1.0,2026-06-24 00:14:59.277238
PO000911,20240105,2024-01-05,SUP0006,PRD0026,Cancelled,Pending,USD,CIF,<Na>,1350.0,0.0,0.0,1819.03,2455690.5,9949.21,1.1578,2024-06-29,,176.0,,,2026-06-24 00:14:59.277238
PO000912,20221120,2022-11-20,SUP0035,PRD0013,Partially Received,Approved,SEK,EXW,Rotterdam,2983.0,2391.0,0.8015,804.92,2401076.36,17864.74,1.1847,2023-02-02,2023-02-14,74.0,86.0,1.0,2026-06-24 00:14:59.277238
PO000913,20240111,2024-01-11,SUP0040,PRD0033,Fully Received,Approved,CAD,DAP,Hamburg,2968.0,2968.0,1.0,1429.96,4244121.28,13257.73,,2024-03-02,2024-03-25,51.0,74.0,1.0,2026-06-24 00:14:59.277238
PO000914,20231002,2023-10-02,SUP0011,PRD0040,Partially Received,Approved,JPY,DDP,Vancouver,2751.0,282.0,0.1025,213.24,586623.24,7629.59,1.1786,2023-10-09,2023-10-14,7.0,12.0,1.0,2026-06-24 00:14:59.277238
PO000915,20230712,2023-07-12,SUP0033,PRD0017,Cancelled,Approved,JPY,EXW,<Na>,4705.0,0.0,0.0,2178.7,10250783.5,36508.76,1.0,2023-09-29,,79.0,,,2026-06-24 00:14:59.277238
PO000916,20220601,2022-06-01,SUP0011,PRD0018,Fully Received,Approved,CAD,FOB,<Na>,3802.0,3802.0,1.0,2631.61,10005381.22,25933.07,1.3301,2022-06-14,2022-06-24,13.0,23.0,1.0,2026-06-24 00:14:59.277238
PO000917,,,SUP0016,PRD0026,Fully Received,Approved,NOK,FOB,Rotterdam,2418.0,2418.0,1.0,2866.06,6930133.08,15852.82,1.2341,2024-04-10,2024-10-30,,,1.0,2026-06-24 00:14:59.277238
PO000918,20220918,2022-09-18,SUP0033,PRD0021,Partially Received,Approved,,EXW,Santos,1206.0,819.0,0.6791,1497.36,1805816.16,,1.0758,2022-11-10,2022-11-10,53.0,53.0,0.0,2026-06-24 00:14:59.277238
PO000919,20240124,2024-01-24,SUP0001,PRD0023,Fully Received,Pending,USD,EXW,Port Of Ny,703.0,703.0,1.0,155.57,109365.71,3546.3,1.0,,2024-05-06,,103.0,0.0,2026-06-24 00:14:59.277238
PO000920,20221231,2022-12-31,SUP0008,PRD0017,Fully Received,Approved,BRL,EXW,Santos,1083.0,1083.0,1.0,1087.14,,1375.3,0.8291,2023-02-15,2023-02-24,46.0,55.0,1.0,2026-06-24 00:14:59.277238
PO000921,,,SUP0006,PRD0002,Partially Received,Approved,SEK,CIF,Rotterdam,4833.0,4833.0,1.0,463.41,,20826.01,1.0,2022-09-07,2022-09-20,,,1.0,2026-06-24 00:14:59.277238
PO000922,20240805,2024-08-05,SUP0001,PRD0004,Partially Received,Approved,BRL,,<Na>,3470.0,2071.0,0.5968,1997.98,6932990.6,5563.32,1.0,2024-08-22,2024-08-30,17.0,25.0,1.0,2026-06-24 00:14:59.277238
PO000923,20230720,2023-07-20,SUP0026,PRD0035,Open,Approved,EUR,DDP,Rotterdam,0.0,0.0,,1241.4,0.0,0.0,,2023-08-30,,41.0,,,2026-06-24 00:14:59.277238
PO000924,20220913,2022-09-13,SUP0011,PRD0019,Partially Received,Approved,USD,FCA,Santos,1428.0,190.0,0.1331,1699.34,2426657.52,1432.73,1.0,2022-10-16,2022-10-25,33.0,42.0,1.0,2026-06-24 00:14:59.277238
PO000925,20230724,2023-07-24,SUP0034,PRD0021,Fully Received,Approved,,FOB,<Na>,2682.0,2682.0,1.0,2963.25,7947436.5,,1.1311,2023-08-12,2023-08-31,19.0,38.0,1.0,2026-06-24 00:14:59.277238
PO000926,20230527,2023-05-27,SUP0028,PRD0017,Open,Approved,JPY,CIF,Yokohama,4280.0,0.0,0.0,1066.5,4564620.0,11759.43,1.0,2023-06-13,,17.0,,,2026-06-24 00:14:59.277238
PO000927,20230928,2023-09-28,SUP0002,PRD0017,Partially Received,Approved,USD,FCA,Port Of Ny,927.0,262.0,0.2826,1896.23,,7304.62,1.2857,2023-12-17,2023-12-29,80.0,92.0,1.0,2026-06-24 00:14:59.277238
PO000928,20231122,2023-11-22,SUP0008,PRD0031,Fully Received,Approved,SEK,CIF,Shanghai,3619.0,3619.0,1.0,1953.37,7069246.03,13699.39,1.3257,2023-12-11,2023-12-06,19.0,14.0,0.0,2026-06-24 00:14:59.277238
PO000929,20230328,2023-03-28,SUP0008,PRD0001,Fully Received,Approved,SEK,CIF,Port Of Ny,610.0,610.0,1.0,1691.56,1031851.6,3630.96,1.0,2023-05-21,2023-05-24,54.0,57.0,1.0,2026-06-24 00:14:59.277238
PO000930,20220827,2022-08-27,SUP0010,PRD0040,Fully Received,Approved,JPY,FCA,Vancouver,4820.0,4820.0,1.0,2437.99,11751111.8,3480.44,1.0,2022-10-10,2022-11-07,44.0,72.0,1.0,2026-06-24 00:14:59.277238
PO000931,20240714,2024-07-14,SUP0019,PRD0029,Partially Received,Approved,JPY,CIF,Port Of Ny,82.0,34.0,0.4146,328.72,26955.04,66.05,1.0,2024-08-23,2024-08-30,40.0,47.0,1.0,2026-06-24 00:14:59.277238
PO000932,20240329,2024-03-29,SUP0029,PRD0016,Fully Received,Approved,SEK,EXW,Santos,1302.0,1302.0,1.0,65.79,85658.58,4997.7,1.0,2024-05-12,2024-05-19,44.0,51.0,1.0,2026-06-24 00:14:59.277238
PO000933,20240417,2024-04-17,SUP0016,PRD0025,Partially Received,Approved,BRL,CIF,<Na>,4691.0,2001.0,0.4266,167.27,784663.57,33142.79,1.0,2024-06-22,2024-07-06,66.0,80.0,1.0,2026-06-24 00:14:59.277238
PO000934,20240116,2024-01-16,SUP0012,PRD0020,Cancelled,Approved,BRL,CIF,Port Of La,605.0,0.0,0.0,1403.88,849347.4,3462.61,1.0,,,,,,2026-06-24 00:14:59.277238
PO000935,20221127,2022-11-27,SUP0003,PRD0016,Fully Received,Approved,CAD,FOB,<Na>,325.0,325.0,1.0,443.67,,1202.36,0.7747,2023-01-29,2023-01-30,63.0,64.0,1.0,2026-06-24 00:14:59.277238
PO000936,20230306,2023-03-06,SUP0034,PRD0007,Fully Received,Approved,CAD,EXW,<Na>,1007.0,1007.0,1.0,,1709150.89,2527.41,1.0599,,2023-04-12,,37.0,0.0,2026-06-24 00:14:59.277238
PO000937,20230630,2023-06-30,SUP0012,PRD0040,Open,Approved,USD,EXW,Rotterdam,1674.0,0.0,0.0,1125.38,1883886.12,,1.3217,2023-09-04,,66.0,,,2026-06-24 00:14:59.277238
PO000938,20230329,2023-03-29,SUP0014,PRD0024,Fully Received,Approved,NOK,FOB,Shanghai,0.0,0.0,,2804.18,0.0,0.0,1.0,2023-06-09,2023-06-26,72.0,89.0,1.0,2026-06-24 00:14:59.277238
PO000939,20230103,2023-01-03,SUP0019,PRD0014,Fully Received,Approved,BRL,FOB,Shanghai,2468.0,2468.0,1.0,2744.76,6774067.68,1556.03,0.8916,2023-02-16,2023-02-27,44.0,55.0,1.0,2026-06-24 00:14:59.277238
PO000940,20220929,2022-09-29,SUP0026,PRD0014,Open,Approved,NOK,EXW,Rotterdam,2714.0,0.0,0.0,2741.12,7439399.68,20299.95,0.892,,,,,,2026-06-24 00:14:59.277238
PO000941,20220212,2022-02-12,SUP0003,PRD0019,Fully Received,Approved,CAD,FOB,Hamburg,85.0,85.0,1.0,,53929.95,566.07,0.7503,2022-05-10,2022-06-04,87.0,112.0,1.0,2026-06-24 00:14:59.277238
PO000942,20220629,2022-06-29,SUP0002,PRD0016,Open,Approved,SEK,FCA,Vancouver,1075.0,0.0,0.0,1067.34,1147390.5,6971.69,0.81,2022-09-01,,64.0,,,2026-06-24 00:14:59.277238
PO000943,20240722,2024-07-22,SUP0008,PRD0016,Fully Received,Approved,CAD,DDP,Rotterdam,785.0,785.0,1.0,238.78,187442.3,725.21,0.878,2024-09-17,2024-07-20,57.0,-2.0,0.0,2026-06-24 00:14:59.277238
PO000944,20240118,2024-01-18,SUP0034,PRD0009,Partially Received,Approved,SEK,DAP,Rotterdam,3477.0,2219.0,0.6382,1604.7,5579541.9,9471.39,1.0,2024-04-16,2024-01-05,89.0,-13.0,0.0,2026-06-24 00:14:59.277238
PO000945,,,SUP0002,PRD0013,Fully Received,Approved,BRL,EXW,Port Of Ny,3136.0,3136.0,1.0,2919.31,9154956.16,24710.39,1.0,2024-02-22,2024-03-16,,,1.0,2026-06-24 00:14:59.277238
PO000946,20230922,2023-09-22,SUP0010,PRD0001,Fully Received,Approved,EUR,,Port Of La,450.0,,,856.08,385236.0,971.79,1.0,2023-10-24,2023-06-11,32.0,-103.0,0.0,2026-06-24 00:14:59.277238
PO000948,20240304,2024-03-04,SUP0015,PRD0029,Fully Received,Approved,NOK,DAP,<Na>,2809.0,,,2931.91,8235735.19,8883.45,0.8396,2024-03-26,2024-04-25,22.0,52.0,1.0,2026-06-24 00:14:59.277238
PO000949,20220304,2022-03-04,SUP0023,PRD0031,Open,Approved,NOK,CIF,Vancouver,70.0,,,94.09,6586.3,,1.0,2022-05-20,,77.0,,,2026-06-24 00:14:59.277238
PO000950,20221017,2022-10-17,SUP0036,PRD0037,On Hold,Approved,EUR,FOB,Shanghai,912.0,0.0,0.0,133.11,121396.32,6730.8,0.9182,2023-01-09,,84.0,,,2026-06-24 00:14:59.277238
PO000951,20220626,2022-06-26,SUP0027,PRD0030,Partially Received,Approved,JPY,DAP,<Na>,2092.0,,,1095.35,2291472.2,14080.18,1.0519,2022-07-04,2022-07-05,8.0,9.0,1.0,2026-06-24 00:14:59.277238
PO000952,20221205,2022-12-05,SUP0007,PRD0036,Fully Received,Approved,NOK,FOB,<Na>,1587.0,1587.0,1.0,2222.07,3526425.09,11581.76,1.0,2023-01-31,2023-02-11,57.0,68.0,1.0,2026-06-24 00:14:59.277238
PO000953,20231019,2023-10-19,SUP0023,PRD0023,Fully Received,Approved,SEK,DAP,Rotterdam,3252.0,3252.0,1.0,1553.22,5051071.44,,1.0,2023-12-22,2023-12-17,64.0,59.0,0.0,2026-06-24 00:14:59.277238
PO000954,20240530,2024-05-30,SUP0028,PRD0035,Fully Received,Approved,USD,DDP,Shanghai,4782.0,4782.0,1.0,2745.83,,17374.95,1.0,2024-07-09,2024-07-11,40.0,42.0,1.0,2026-06-24 00:14:59.277238
PO000955,20220313,2022-03-13,SUP0021,PRD0032,Fully Received,Approved,JPY,FOB,Shanghai,1914.0,1914.0,1.0,1283.75,2457097.5,11353.64,0.9137,2022-06-07,2022-06-30,86.0,109.0,1.0,2026-06-24 00:14:59.277238
PO000956,,,SUP0003,PRD0012,Fully Received,Pending,SEK,EXW,Shanghai,1319.0,1319.0,1.0,1028.72,1356881.68,4363.96,0.9738,2024-12-17,2025-01-03,,,1.0,2026-06-24 00:14:59.277238
PO000958,20241024,2024-10-24,SUP0006,PRD0034,Open,Approved,CAD,FOB,Port Of Ny,100.0,0.0,0.0,1536.34,153634.0,,1.1769,2024-12-04,,41.0,,,2026-06-24 00:14:59.277238
PO000959,20220102,2022-01-02,SUP0012,PRD0038,Fully Received,Approved,NOK,,Santos,4022.0,4022.0,1.0,2183.41,8781675.02,21192.11,1.0,2022-01-22,2022-01-24,20.0,22.0,1.0,2026-06-24 00:14:59.277238
PO000960,20220405,2022-04-05,SUP0023,PRD0019,Fully Received,Approved,USD,DAP,Shanghai,4203.0,4203.0,1.0,225.42,,3420.92,1.0,2022-05-24,2022-06-19,49.0,75.0,1.0,2026-06-24 00:14:59.277238
PO000961,20240803,2024-08-03,SUP0006,PRD0017,Partially Received,Approved,CAD,FCA,<Na>,0.0,0.0,,,0.0,,1.1637,2024-09-22,2024-10-04,50.0,62.0,1.0,2026-06-24 00:14:59.277238
PO000962,20220923,2022-09-23,SUP0026,PRD0035,Fully Received,Approved,CAD,FOB,Yokohama,3573.0,3573.0,1.0,,9648636.39,23467.95,1.0,,2022-11-25,,63.0,0.0,2026-06-24 00:14:59.277238
PO000963,20230622,2023-06-22,SUP0035,PRD0016,Fully Received,Approved,USD,FCA,<Na>,4993.0,4993.0,1.0,2829.55,14127943.15,12911.46,1.0,2023-08-24,2023-09-12,63.0,82.0,1.0,2026-06-24 00:14:59.277238
PO000964,20231226,2023-12-26,SUP0001,PRD0034,Fully Received,Approved,CAD,FCA,Vancouver,287.0,287.0,1.0,875.81,251357.47,1586.67,1.241,2024-02-21,2024-03-02,57.0,67.0,1.0,2026-06-24 00:14:59.277238
PO000965,20230524,2023-05-24,SUP0010,PRD0033,Cancelled,Approved,SEK,CIF,Port Of Ny,3375.0,0.0,0.0,,,17369.93,1.0,2023-06-22,,29.0,,,2026-06-24 00:14:59.277238
PO000966,,,SUP0016,PRD0012,Open,Pending,,EXW,Port Of La,2825.0,0.0,0.0,1057.18,2986533.5,,0.941,2024-07-14,,,,,2026-06-24 00:14:59.277238
PO000967,20220915,2022-09-15,SUP0017,PRD0035,Fully Received,Approved,CAD,DDP,Shanghai,4897.0,4897.0,1.0,2500.99,12247348.03,11057.33,,2022-10-02,2022-10-12,17.0,27.0,1.0,2026-06-24 00:14:59.277238
PO000969,20230908,2023-09-08,SUP0036,PRD0034,Fully Received,Approved,EUR,CIF,Hamburg,4221.0,4221.0,1.0,2244.42,,15868.4,1.0,2023-09-24,2023-09-30,16.0,22.0,1.0,2026-06-24 00:14:59.277238
PO000970,20241007,2024-10-07,SUP0030,PRD0016,Fully Received,Approved,JPY,FOB,Vancouver,0.0,0.0,,2072.84,0.0,0.0,1.0,2024-11-13,2024-11-30,37.0,54.0,1.0,2026-06-24 00:14:59.277238
PO000971,20230428,2023-04-28,SUP0013,PRD0019,Fully Received,Pending,JPY,,Yokohama,3559.0,2033.0,0.5712,283.46,1008834.14,3627.02,1.2192,2023-07-04,2023-07-10,67.0,73.0,1.0,2026-06-24 00:14:59.277238
PO000972,,,SUP0036,PRD0036,Fully Received,Approved,JPY,FOB,Yokohama,4980.0,4980.0,1.0,337.45,1680501.0,25100.04,1.0309,2022-03-27,2022-04-19,,,1.0,2026-06-24 00:14:59.277238
PO000973,20230623,2023-06-23,SUP0012,PRD0017,Fully Received,Approved,BRL,FCA,Shanghai,587.0,587.0,1.0,2370.72,1391612.64,4243.26,1.0888,2023-06-30,2023-06-20,7.0,-3.0,0.0,2026-06-24 00:14:59.277238
PO000974,20241231,2024-12-31,SUP0034,PRD0037,Fully Received,Approved,JPY,FOB,Rotterdam,4886.0,4886.0,1.0,565.09,,32754.57,1.0861,2025-03-06,2025-03-10,65.0,69.0,1.0,2026-06-24 00:14:59.277238
PO000975,20220809,2022-08-09,SUP0038,PRD0002,Partially Received,Approved,EUR,CIF,Hamburg,2310.0,1554.0,0.6727,1118.6,2583966.0,14650.99,1.0,,2022-09-20,,42.0,0.0,2026-06-24 00:14:59.277238
PO000976,20230407,2023-04-07,SUP0004,PRD0003,Fully Received,Approved,,CIF,Port Of La,1739.0,1739.0,1.0,630.34,1096161.26,7440.26,1.1885,2023-08-13,2023-08-15,128.0,130.0,1.0,2026-06-24 00:14:59.277238
PO000977,,,SUP0036,PRD0023,Partially Received,Approved,USD,FOB,Hamburg,1221.0,422.0,0.3456,671.37,819742.77,6388.35,1.0,2024-04-03,2024-04-01,,,0.0,2026-06-24 00:14:59.277238
PO000978,20230204,2023-02-04,SUP0022,PRD0027,Fully Received,Approved,JPY,FOB,Hamburg,2269.0,2269.0,1.0,1225.12,2779797.28,3028.7,1.0347,2023-02-21,2023-02-20,17.0,16.0,0.0,2026-06-24 00:14:59.277238
PO000979,20240527,2024-05-27,SUP0038,PRD0017,Fully Received,Approved,USD,EXW,Rotterdam,1702.0,1702.0,1.0,2856.55,4861848.1,13274.36,0.9225,2024-07-05,2024-07-01,39.0,35.0,0.0,2026-06-24 00:14:59.277238
PO000980,20230410,2023-04-10,SUP0030,PRD0005,Fully Received,Approved,NOK,FOB,Yokohama,3046.0,3046.0,1.0,,8213813.14,23673.61,1.0,2023-06-03,2023-06-02,54.0,53.0,0.0,2026-06-24 00:14:59.277238
PO000981,20221016,2022-10-16,SUP0009,PRD0037,On Hold,Approved,BRL,CIF,Port Of Ny,1098.0,0.0,0.0,1324.55,1454355.9,3541.73,1.0,,,,,,2026-06-24 00:14:59.277238
PO000982,20221023,2022-10-23,SUP0021,PRD0030,Fully Received,Approved,SEK,,Rotterdam,4470.0,4470.0,1.0,533.48,2384655.6,26808.33,0.9168,2023-01-08,2023-01-20,77.0,89.0,1.0,2026-06-24 00:14:59.277238
PO000983,,,SUP0004,PRD0030,Open,Approved,CAD,DDP,Shanghai,4137.0,0.0,0.0,1071.66,4433457.42,32649.9,0.7974,2022-11-23,,,,,2026-06-24 00:14:59.277238
PO000984,20220716,2022-07-16,SUP0033,PRD0009,Fully Received,Approved,EUR,FOB,Port Of La,4184.0,,,2941.16,12305813.44,7288.27,0.7944,2022-07-30,2022-08-06,14.0,21.0,1.0,2026-06-24 00:14:59.277238
PO000985,20220616,2022-06-16,SUP0026,PRD0031,Fully Received,Approved,,FCA,Yokohama,215.0,215.0,1.0,1834.6,394439.0,594.19,1.0,2022-07-23,2022-12-08,37.0,175.0,1.0,2026-06-24 00:14:59.277238
PO000986,20230909,2023-09-09,SUP0025,PRD0030,Fully Received,Approved,EUR,CIF,Rotterdam,3954.0,3954.0,1.0,1554.15,6145109.1,4624.55,1.0,,2023-09-02,,-7.0,0.0,2026-06-24 00:14:59.277238
PO000987,20240611,2024-06-11,SUP0003,PRD0037,Fully Received,Approved,JPY,FCA,Yokohama,1204.0,1204.0,1.0,,523968.76,,1.0,2024-08-25,2024-08-28,75.0,78.0,1.0,2026-06-24 00:14:59.277238
PO000988,20230105,2023-01-05,SUP0029,PRD0024,Fully Received,Approved,CAD,DDP,Port Of Ny,0.0,0.0,,2735.22,0.0,,1.0,2023-02-25,2023-03-12,51.0,66.0,1.0,2026-06-24 00:14:59.277238
PO000989,20231225,2023-12-25,SUP0026,PRD0030,Fully Received,Pending,BRL,EXW,Santos,2141.0,2141.0,1.0,2100.7,4497598.7,2229.61,0.9222,,2024-01-29,,35.0,0.0,2026-06-24 00:14:59.277238
PO000990,20230213,2023-02-13,SUP0023,PRD0007,Fully Received,Approved,USD,DAP,Shanghai,0.0,0.0,,2360.47,,0.0,1.0,2023-11-05,2023-06-03,265.0,110.0,0.0,2026-06-24 00:14:59.277238
PO000991,20240529,2024-05-29,SUP0027,PRD0024,Fully Received,Approved,JPY,CIF,Yokohama,4978.0,4978.0,1.0,272.66,1357301.48,22001.89,1.0,2024-08-22,2024-08-24,85.0,87.0,1.0,2026-06-24 00:14:59.277238
PO000992,20240314,2024-03-14,SUP0038,PRD0019,Fully Received,Approved,SEK,EXW,Port Of Ny,111.0,111.0,1.0,1419.6,157575.6,479.9,1.0,,2024-06-02,,80.0,0.0,2026-06-24 00:14:59.277238
PO000993,20220612,2022-06-12,SUP0021,PRD0025,Fully Received,Approved,SEK,CIF,<Na>,1183.0,1183.0,1.0,1125.16,1331064.28,6893.54,0.7637,2022-07-04,2022-08-02,22.0,51.0,1.0,2026-06-24 00:14:59.277238
PO000994,20220627,2022-06-27,SUP0019,PRD0030,Fully Received,Approved,BRL,CIF,Santos,4105.0,4105.0,1.0,1896.32,7784393.6,,,2022-08-25,2022-09-23,59.0,88.0,1.0,2026-06-24 00:14:59.277238
PO000995,20230406,2023-04-06,SUP0024,PRD0037,Partially Received,Approved,SEK,DDP,Shanghai,4778.0,3348.0,0.7007,1706.32,8152796.96,21180.42,1.0,2023-05-26,2023-05-24,50.0,48.0,0.0,2026-06-24 00:14:59.277238
PO000996,20240727,2024-07-27,SUP0035,PRD0015,Open,Approved,CAD,DAP,Santos,3597.0,0.0,0.0,1537.88,5531754.36,7035.8,1.0,2024-09-07,,42.0,,,2026-06-24 00:14:59.277238
PO000997,20230520,2023-05-20,SUP0026,PRD0032,Fully Received,Approved,SEK,CIF,Hamburg,3389.0,3389.0,1.0,986.15,3342062.35,5972.06,1.0,2023-06-26,2023-06-29,37.0,40.0,1.0,2026-06-24 00:14:59.277238
PO000998,20240119,2024-01-19,SUP0023,PRD0028,Partially Received,Approved,BRL,CIF,Rotterdam,3478.0,2151.0,0.6185,1458.79,5073671.62,6520.38,,2024-03-30,2024-03-26,71.0,67.0,0.0,2026-06-24 00:14:59.277238
PO000999,20240428,2024-04-28,SUP0037,PRD0016,Partially Received,Approved,JPY,CIF,Hamburg,1136.0,393.0,0.346,949.59,1078734.24,6125.91,,2024-05-08,2024-05-06,10.0,8.0,0.0,2026-06-24 00:14:59.277238
PO001000,20240307,2024-03-07,SUP0033,PRD0032,Fully Received,Approved,EUR,FCA,Shanghai,3782.0,3782.0,1.0,,1490864.4,17253.86,1.0,2024-03-30,2024-04-07,23.0,31.0,1.0,2026-06-24 00:14:59.277238
PO001001,20220103,2022-01-03,SUP0004,PRD0027,Fully Received,Approved,EUR,EXW,Hamburg,4960.0,4960.0,1.0,1443.06,7157577.6,18918.21,1.0,2022-01-10,2022-01-20,7.0,17.0,1.0,2026-06-24 00:14:59.277238
PO001002,20230413,2023-04-13,SUP0001,PRD0034,Partially Received,Approved,CAD,FOB,Vancouver,2043.0,909.0,0.4449,2147.61,4387567.23,5843.54,0.9185,2023-04-25,2023-04-25,12.0,12.0,0.0,2026-06-24 00:14:59.277238
PO001003,20241012,2024-10-12,SUP0004,PRD0010,Open,Approved,NOK,CIF,Hamburg,3595.0,3595.0,1.0,2177.07,7826566.65,15473.25,0.9223,2024-11-02,2024-11-05,21.0,24.0,1.0,2026-06-24 00:14:59.277238
PO001004,20241227,2024-12-27,SUP0013,PRD0035,Fully Received,Pending,NOK,DAP,Port Of La,767.0,767.0,1.0,1137.27,,2915.2,1.0405,,2025-02-07,,42.0,0.0,2026-06-24 00:14:59.277238
PO001005,20240216,2024-02-16,SUP0017,PRD0034,Fully Received,Approved,BRL,,Port Of La,762.0,762.0,1.0,2148.28,1636989.36,5554.23,1.0856,2024-04-21,2024-04-22,65.0,66.0,1.0,2026-06-24 00:14:59.277238
PO001006,,,SUP0038,PRD0039,Fully Received,Approved,NOK,DAP,<Na>,4241.0,4241.0,1.0,2947.89,12502001.49,16663.11,1.0,,2024-01-13,,,0.0,2026-06-24 00:14:59.277238
PO001007,20240105,2024-01-05,SUP0022,PRD0010,Fully Received,Approved,USD,FOB,Port Of Ny,1963.0,1963.0,1.0,380.72,747353.36,13054.12,1.0,2024-01-26,2024-02-09,21.0,35.0,1.0,2026-06-24 00:14:59.277238
PO001008,20240329,2024-03-29,SUP0010,PRD0021,Fully Received,Approved,BRL,FOB,Rotterdam,941.0,941.0,1.0,2742.66,2580843.06,6792.92,1.0,2024-06-22,2024-07-18,85.0,111.0,1.0,2026-06-24 00:14:59.277238
PO001009,20221121,2022-11-21,SUP0024,PRD0017,Fully Received,Pending,SEK,CIF,Rotterdam,135.0,135.0,1.0,588.37,79429.95,964.59,1.0,2023-01-23,2023-02-13,63.0,84.0,1.0,2026-06-24 00:14:59.277238
PO001010,20241207,2024-12-07,SUP0027,PRD0039,Open,Approved,BRL,DDP,Yokohama,4883.0,0.0,0.0,2946.72,14388833.76,4697.81,,2024-12-28,,21.0,,,2026-06-24 00:14:59.277238
PO001011,20221219,2022-12-19,SUP0011,PRD0015,Fully Received,Approved,JPY,CIF,Vancouver,3528.0,3528.0,1.0,339.79,1198779.12,,1.0,2023-01-11,2023-01-26,23.0,38.0,1.0,2026-06-24 00:14:59.277238
PO001012,20221226,2022-12-26,SUP0026,PRD0013,Fully Received,Approved,,DAP,<Na>,897.0,897.0,1.0,2654.81,,,1.1563,2023-03-10,2023-03-08,74.0,72.0,0.0,2026-06-24 00:14:59.277238
PO001013,20230730,2023-07-30,SUP0012,PRD0036,Open,Approved,,DAP,Yokohama,2650.0,0.0,0.0,496.34,1315301.0,10627.03,1.0425,2023-08-08,,9.0,,,2026-06-24 00:14:59.277238
PO001014,20230829,2023-08-29,SUP0038,PRD0029,Fully Received,Approved,CAD,DDP,Vancouver,2940.0,2940.0,1.0,2260.13,6644782.2,6413.88,1.0388,2023-09-22,2023-10-20,24.0,52.0,1.0,2026-06-24 00:14:59.277238
PO001015,20230410,2023-04-10,SUP0001,PRD0036,Fully Received,Approved,USD,DAP,Santos,0.0,0.0,,2383.66,0.0,0.0,1.043,2023-11-10,2023-11-05,214.0,209.0,0.0,2026-06-24 00:14:59.277238
PO001016,20241109,2024-11-09,SUP0006,PRD0038,Fully Received,Pending,USD,FOB,Shanghai,2730.0,2730.0,1.0,191.24,522085.2,,1.0,2024-12-22,2025-01-18,43.0,70.0,1.0,2026-06-24 00:14:59.277238
PO001018,20220328,2022-03-28,SUP0022,PRD0002,Fully Received,Approved,USD,FOB,Rotterdam,3153.0,3153.0,1.0,2863.3,9027984.9,22641.96,1.0,2022-04-17,2022-04-13,20.0,16.0,0.0,2026-06-24 00:14:59.277238
PO001019,20221116,2022-11-16,SUP0040,PRD0030,Fully Received,Approved,,CIF,Santos,2018.0,2018.0,1.0,1514.19,3055635.42,5217.17,1.1927,2023-02-06,2023-03-03,82.0,107.0,1.0,2026-06-24 00:14:59.277238
PO001020,20230213,2023-02-13,SUP0018,PRD0004,Partially Received,Approved,BRL,EXW,Rotterdam,2555.0,1750.0,0.6849,710.5,1815327.5,13590.7,1.0,2023-04-23,2023-05-02,69.0,78.0,1.0,2026-06-24 00:14:59.277238
PO001021,20241129,2024-11-29,SUP0004,PRD0023,Fully Received,Approved,NOK,CIF,Vancouver,4115.0,4115.0,1.0,1537.96,6328705.4,6337.32,1.1026,2024-12-08,2024-12-16,9.0,17.0,1.0,2026-06-24 00:14:59.277238
PO001022,20240301,2024-03-01,SUP0012,PRD0026,Cancelled,Rejected,CAD,DAP,Yokohama,26.0,0.0,0.0,,36766.86,54.21,1.1073,2024-05-29,,89.0,,,2026-06-24 00:14:59.277238
PO001023,20240126,2024-01-26,SUP0011,PRD0007,Open,Approved,JPY,DDP,<Na>,1230.0,0.0,0.0,2829.58,3480383.4,8516.31,1.0,2024-02-10,,15.0,,,2026-06-24 00:14:59.277238
PO001024,20220828,2022-08-28,SUP0017,PRD0030,Partially Received,Approved,EUR,FOB,<Na>,952.0,752.0,0.7899,2614.94,2489422.88,6816.23,0.9434,2022-09-12,2022-09-21,15.0,24.0,1.0,2026-06-24 00:14:59.277238
