POID,SupplierID,ProductID,OrderedQty,ReceivedQty,UnitCost_USD,TotalCost_USD,Currency,ExchangeRate,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,IncoTerms,PortOfLoading,FreightCost_USD,BuyerName,ApprovalStatus,Notes,_ingested_at,_source_file,_pipeline_run_id
PO001030,SUP0008,PRD0038,3739,3739.0,2764.89,10337923.71,BRL,1.0438,2023-11-02,2023-12-20,19 January 2024,Fully Received,FCA,Santos,8180.92,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001031,SUP0026,PRD0021,3072,0.0,923.81 USD,2837944.32,BRL,1.2969,2022-08-03,10/01/22,,Open,EXW,,4727.42,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001032,SUP0008,PRD0009,1251,1251.0,519.51,649907.01,USD,1.2313,12/17/22,2023-03-11,2023-03-21,Fully Received,EXW,Yokohama,5076.99,Luca Ferretti,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001033,SUP0029,PRD0002,2149,2149.0,"$2,113.35",4541589.15,JPY,,2024-09-07,2024-11-08,12/06/24,Fully Received,FOB,Hamburg,11434.31 USD,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO001034 ,SUP0022,PRD0038,4307,4307.0,1404.37,6048621.59,BRL,0.7618,2022-07-07,2022-09-28,2022-10-06,Fully Received,cif,Hamburg,30886.85,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001035,SUP0023,PRD0022,3066,0.0,1431.85 USD,4390052.1,NOK,1.2704,2024-08-07,2024-09-09,,Cancelled,EXW,Rotterdam,12433.84,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001036,SUP0036,PRD0015,2747,2011.0,1889.73,5191088.31,,0.8145,29-Nov-2024,2024/12/11,2024-12-06,   Partially Received,EXW,,10233.51,,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001037,SUP0031,PRD0013,4020,1448.0,995.99,4003879.8,NOK,0.8882,09-04-2022,2022/09/29,2022-10-05,Partially Received,FOB,Port of LA,11371.85,Robert Kleinman,approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001038,SUP0026,PRD0011,913,913.0,2808.36,2564032.68,NOK,1.0,06 September 2024,11-20-2024,2024-11-18,Fully Received,EXW,Port of NY,3198.99,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001039,SUP0017,PRD0002,334,334.0,966.82,322917.88,CAD,1.0,2024-12-24,23/03/2025,2025-03-24,Fully Received,EXW,Shanghai,1445.93,Anna Kowalski,Rejected,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001040,SUP0001,PRD0005,-783,-185.0,1856.76,1453843.08,SEK,1.0,2023-07-29,2023/08/14,2023/08/13,Partially Received,FOB ,Vancouver,5018.34,David Park,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001041,SUP0012,PRD0033,-4737,-4737.0,2993.57,14180541.09,JPY,1.0,2022-08-18,2022/11/13,2022-12-05,Fully Received,FCA,,34600.96,Luca Ferretti,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001042,SUP0036,PRD0017,4574,4574.0,1258.91,5758254.34,BRL,1.0,2024-09-18,18/10/2024,2024-11-11,Fully Received,CIF,Santos,18339.26 USD,,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
  PO001043  ,SUP0024,PRD0022,2115,2115.0,2308.43,4882329.45,USD,1.0401,2022-12-20,2023-01-26,2023-01-25,   Fully Received  ,DDP,Rotterdam,16486.13,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001044,SUP0007,PRD0032,1259,0.0,111.19,139988.21,EUR,1.1368,09-23-2024,2024-10-12,,Cancelled,CIF,Shanghai,8352.39,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001045,SUP0011,PRD0031,268,0.0,1619.43,434007.24,CAD,1.0,07-13-2022,2022-09-26,,Open,FCA,,578.2,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001046,SUP0019,PRD0014,899,899.0,2091.06,1879862.94,CAD,1.0502,2022-06-13,2022-09-06,09/29/22,Fully Received,FOB,,6836.36,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001047,SUP0011,PRD0033,3231,1687.0,96.31,311177.61,JPY,1.0,2022-07-08,29/07/2022,2022-07-30,Partially Received,EXW,Rotterdam,"$15,025.49",Maria Santos,APPROVED,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001048,SUP0013,PRD0028,1513,906.0,1788.9,2706605.7,NOK,0.7748,22 November 2024,2025-02-06,2025-02-01,Partially Received,DDP,Hamburg,4769.92,James Chen,Pending,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001049,SUP0017,PRD0012,2253,1736.0,2327.59,5244060.27,CAD,1.0,2022/07/14,01 August 2022,2022-07-27,Partially Received,DAP,,6508.2,Priya Patel,Pending,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001050,SUP0013,PRD0016,2693,2693.0,1211.07,3261411.51,EUR,1.0,2023-12-31,2024-01-09,2024-02-04,Fully Received,FCA,Rotterdam,18208.96,Priya Patel,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001051,SUP0036,PRD0017,0,0.0,1587.75,0.0,SEK,1.0,2023-06-22,08/23/23,,   OPEN  ,EXW,Vancouver,$0.00,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001052,SUP0028,,3178,3178.0,1915.52,6087522.56,SEK,1.0825,11/20/24,2025/01/29,2025-01-27,Fully Received,EXW,Port of NY,10977.41,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001053,SUP0006,PRD0023,4841,4841.0,1868.6,9045892.6,USD,1.1013,2022-02-03,2022-04-21,2022-05-18,Fully Received,FCA,Santos,"$2,599.44",Anna Kowalski,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001054,SUP0034,PRD0011,1283,253.0,2827.41,3627567.03,EUR,1.0,2022-02-06,2022-02-18,2022-02-24,  Partially Received,FCA,Yokohama,8336.72,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001055,SUP0022,PRD0016,3387,2982.0,1083.04,3668256.48,NOK,1.0,2022-01-25,02/04/22,2022-02-05,Partially Received,FCA,Santos,24950.38,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001056,SUP0013,PRD0003,3087,3087.0,820.32,2532327.84,EUR,1.1203,2023-02-25,23 April 2023,19 February 2023,Fully Received,FCA,,15899.73,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001057,SUP0003,PRD0019,392,201.0,236.32,92637.44,JPY,0.8267,2022-08-24,2022-11-17,11/16/22,Partially Received,DDP,Hamburg,1897.79,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO001058,SUP0011,PRD0022,1908,883.0,171.02,326306.16,CAD,1.3092,2023-05-04,10 July 2023,2023-07-05,Partially Received,CIF,,6870.77,Luca Ferretti,Pending,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001059,SUP0013,PRD0031,3906,3906.0,2161.31,8442076.86,SEK,0.7938,21-Jun-2022,2022-08-14,08-11-2022,Fully Received,EXW,Rotterdam,29973.93,,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001060,SUP0003,PRD0011,3085,3085.0,2476.0,7638460.0,CAD,1.0,2023-02-28,2023-04-21,08-May-2023,  Fully Received  ,DDP,Yokohama,12233.6,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001061,SUP0013,PRD0018,3605,3605.0,2203.33,7943004.65,BRL,,2022-01-12,2022-04-08,25/04/2022,Fully Received,FOB ,Santos,16006.38,Priya Patel,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001062,SUP0005,PRD0006,2973,0.0,1631.72,4851103.56,NOK,1.0,31 March 2022,18-Apr-2022,,Open,cif,Port of LA,19252.86,Priya Patel,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001063,SUP0026,PRD0006,4738,4738.0,432.83,2050748.54,NOK,1.0139,2022-12-10,2023-02-04,2023-01-31,Fully Received,DAP,Vancouver,15987.08,David Park,pending,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001064,SUP0004,PRD0034,340,340.0,2936.04,998253.6,JPY,0.8793,2023-11-19,12-05-2023,2023-11-10,Fully Received,EXW,Shanghai,1508.13,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001065,SUP0022,PRD0022,1986,1986.0,902.22,1791808.92,SEK,1.0,2024-03-05,2024-05-09,05-28-2024,Fully Received,FCA,Vancouver,15264.81,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001066,SUP0009,PRD0026,529,529.0,1482.26,784115.54,NOK,1.0,2023-12-28,2024-03-02,2024-03-02,Fully Received,FOB ,Yokohama,2421.3,David Park,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001067,SUP0040,PRD0016,4980,4980.0,2676.89,13330912.2,BRL,1.0698,2022-03-13,2022-03-28,2022-04-10,Fully Received,DAP,Yokohama,19656.81,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001068,SUP0025,PRD0031,2054,0.0,1399.05,2873648.7,JPY,0.7674,2024-01-24,2024-03-17,,Cancelled,fob,,13229.65,Luca Ferretti,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001069,SUP0031,PRD0025,4688,4688.0,1257.35,5894456.8,BRL,0.9856,2023-01-16,2023-01-26,10-Feb-2023,OPEN,,Rotterdam,26737.0,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001070,SUP0014,PRD0027,-1732,-302.0,336.41,582662.12,EUR,1.2181,2024-06-28,2024-09-14,2024-09-24,Partially Received,CIF,Port of NY,4986.15,James Chen,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO001071 ,SUP0038,PRD0040,908,908.0,474.12,430500.96,USD,1.0,2024-05-25,2024-08-10,2024-08-16,   Fully Received  ,EXW,Port of NY,1194.22,Robert Kleinman,APPROVED,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001072, SUP0014,PRD0007,4647,4647.0,1083.57,5035349.79,USD,1.0,04/27/22,2022-06-11,21 April 2022,Fully Received,FCA,Hamburg,7415.57,Anna Kowalski,Pending,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001073,SUP0036,PRD0019,2250,0.0,411.19 USD,925177.5,SEK,1.3021,2024-08-10,2024-10-14,,Open,cif,Santos,14962.16,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001074,SUP0014,PRD0034,3525,544.0,2676.86 USD,9435931.5,CAD,1.0118,2024-03-22,2024-06-20,2024-06-23,Partially Received,fob,Port of LA,23552.29,James Chen,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001075,SUP0014,PRD0020,4916,4916.0,1355.07,6661524.12,BRL,1.0,2024-11-29,2024-12-23,2024-12-28,Fully Received,DAP,Yokohama,34277.81,Luca Ferretti,approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001076,SUP0012,PRD0009,2868,2868.0,$412.59,1183308.12,JPY,0.9694,09-08-2024,08/11/2024,12-01-2024,Fully Received,FCA,Shanghai,9054.94,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001077,SUP0016,PRD0019,678,678.0,$856.98,581032.44,NOK,1.0,2023-11-29,2024-02-08,2024-02-18,Fully Received,EXW,,1943.64,David Park,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001078,SUP0037,PRD0001,2700,1737.0,1159.28,3130056.0,JPY,1.0,08-Nov-2024,2024-12-26,12-29-2024,Partially Received,EXW,Santos,12030.64,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001079,SUP0027,PRD0022,4167,4167.0,569.43 USD,2372814.81,USD,1.0301,2024-04-21,18/07/2024,2024/07/25,Fully Received,fob,Shanghai,26837.88,Priya Patel,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001080,SUP0001,PRD0027,1655,558.0,851.54,1409298.7,SEK,0.8864,2022-04-08,18/05/2022,02/06/2022,Partially Received,EXW,,2457.25,Maria Santos,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001081,SUP0022,PRD0003,330,330.0,1395.59,460544.7,EUR,0.9632,2024-09-22,2024-12-20,2025-01-04,Fully Received,DDP,Yokohama,424.52,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001082,SUP0023,,436,303.0,2103.99,917339.64,EUR,1.0,2022-03-17,2022-03-25,2022-03-27,Partially Received,EXW,Santos,1156.71,Luca Ferretti,Rejected,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001083,SUP0030,PRD0013,3593,3593.0,1661.59,5970092.87,JPY,1.0,2024-05-19,2024-07-09,2024-08-01,Fully Received,DAP,Port of NY,8004.61,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001084,,PRD0024,506,0.0,2881.65,"$1,458,114.90",BRL,,2024-07-31,07-Oct-2024,,Open,EXW,Yokohama,685.89,Priya Patel,APPROVED,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001085,SUP0013,PRD0027,2455,2455.0,2490.31,6113711.05,SEK,1.0991,03-Jan-2024,2024-03-11,2024-03-07,Fully Received,FCA,Vancouver,17608.95,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
  PO001086,SUP0025,PRD0027,285,0.0,2620.05,746714.25,SEK,1.1322,2022-12-14,2023-01-21,,Open,fob,Hamburg,"$1,023.57",Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001087,SUP0030,PRD0008,1513,1513.0,1559.82,2360007.66,NOK,1.0,09-Apr-2022,2022-05-15,2022-05-30,Fully Received,DAP,Yokohama,5136.87,Anna Kowalski,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001088,SUP0025,PRD0002,69,69.0,2930.85,202228.65,CAD,1.0,2023-11-25,2024-01-13,02-05-2024,Fully Received,FCA,Port of LA,474.92,Maria Santos,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001089,SUP0004,PRD0033,4491,3348.0,1679.98,7544790.18,SEK,1.0,2023/03/28,2023-05-16,21-May-2023,Partially Received,,Yokohama,31385.35,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001090,SUP0032,PRD0007,3842,3842.0,1879.37,7220539.54,JPY,1.0,2024-07-23,2024-09-07,2024-10-05, Fully Received ,fob,Santos,21766.56,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001091,SUP0028,PRD0023,0,0.0,2002.94,0.0,EUR,1.094,2023-01-16,2023-02-16,,Open,FOB,Yokohama,0.0,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001092,  SUP0025 ,PRD0012,2574,2574.0,1045.88,2692095.12,EUR,1.0,11/10/2024,2024-11-26,2024-11-28,Fully Received,cif,Port of LA,6003.39,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001093,SUP0021,PRD0022,659,659.0,"$1,065.98",702480.82,USD,0.9268,04/27/24,2024-06-27,2024-06-27,Fully Received,DAP,Shanghai,4800.82,Robert Kleinman,approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001094,SUP0006,PRD0025,4955,0.0,2236.01,11079429.55,NOK,1.0,2022-07-06,2022-08-08,,Open,FCA,Santos,39484.67,David Park,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001095,SUP0037,PRD0022,3179,0.0,1745.95,5550375.05,BRL,1.3385,2023-07-10,2023-08-21,,Open,FOB ,Rotterdam,18077.18,James Chen,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO001096,SUP0034,PRD0033,2615,1599.0,149.22,390210.3,EUR,1.0,2024-07-13,08/03/24,2024-07-30,Partially Received,fob,Shanghai,4473.93,James Chen,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001097,  SUP0010,PRD0001,3728,3728.0,1643.78,6128011.84,JPY,1.0,14 March 2022,2022/05/31,2022-06-26,Fully Received,FCA,Vancouver,17594.11,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001098,SUP0013,PRD0003,721,721.0,1461.88 USD,1054015.48,SEK,1.0,10 February 2022,01 April 2022,2022-04-19,Fully Received,EXW,Vancouver,5234.28,Maria Santos,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001099,SUP0015,PRD0034,2560,2191.0,937.92 USD,2401075.2,SEK,0.8193,2024-05-13,2024-05-20,03/06/2024,Partially Received,EXW,Port of LA,13359.38,James Chen,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001100,SUP0001,PRD0014,4529,4529.0,224.04,1014677.16,CAD,1.0,2023-02-07,2023-03-25,2023-04-24,Fully Received,CIF,Vancouver,7498.77,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001101,SUP0038,PRD0010,1282,1282.0,1612.23,2066878.86,JPY,1.0,2024-12-17,17/02/2025,2025-03-11,Fully Received,CIF,Vancouver,4667.59,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001102,SUP0010,PRD0028,4530,0.0,$865.91,3922572.3 USD,NOK,1.0,2022-09-27,05-Dec-2022,,Cancelled,DDP,Port of LA,23267.34,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001103,   SUP0034 ,PRD0004,3643,0.0,1654.87,6028691.41,CAD,1.0,12-11-2022,04 February 2023,,Open,EXW,Port of NY,3399.37,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO001104  ,SUP0009,PRD0016,2821,2821.0,107.24,302524.04,,1.0,2023-09-22,11/20/23,2023-11-18,Fully Received,cif,Rotterdam,9170.98,James Chen,pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001105,SUP0039,PRD0006,3610,1746.0,992.94,3584513.4,NOK,0.9458,2023-12-08,12 February 2024,2024-02-22,Partially Received,DDP,Santos,17623.3,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001106,SUP0025,PRD0012,2754,2055.0,2184.91 USD,6017242.14,CAD,0.9415,2022-08-08,21-Sep-2022,2022-10-06,Partially Received,cif,,19800.07,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001107,,PRD0008,2562,,2337.54,5988777.48,USD,1.0,2022/01/29,2022-04-20,04-18-2022,Fully Received,FCA,Port of LA,14269.92,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001108,SUP0016,PRD0031,4541,4541.0,619.2,"$2,811,787.20",USD,1.2264,2024-06-15,2024-09-07,2024-09-21,   Fully Received ,FCA,Rotterdam,13860.61,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001109,SUP0024,PRD0004,59,59.0,2280.54,134551.86,NOK,1.0057,09/01/2022,2022-01-28,01-23-2022,Fully Received,FOB ,Rotterdam,$435.59,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001110,SUP0010,PRD0003,1184,0.0,1708.49,"$2,022,852.16",USD,1.1879,09/12/2022,2023-02-17,,Open,cif,Shanghai,2373.1,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001111,SUP0012,PRD0030,4925,0.0,1878.54,9251809.5,USD,1.0222,12/04/2024,2024-06-29,,Open,EXW,Santos,28989.35,Maria Santos,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001112,SUP0028,PRD0037,199,0.0,1117.75,222432.25,BRL,1.0,2023-09-03,2023-10-30,, On Hold ,fob,Rotterdam,990.24,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001113,SUP0039,PRD0014,2571,2571.0,865.12,2224223.52,USD,0.9354,2023-01-03,2023-02-10,2023-02-23,Fully Received,FOB,Port of NY,4915.94,David Park,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO001114,SUP0030,PRD0007,0,0.0,246.57,0.0,EUR,1.3409,2024-06-12,2024-07-03,16-Jul-2024,Partially Received,DDP,Shanghai,0.0,James Chen,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001115,SUP0004,PRD0029,1265,,2892.68,3659240.2,JPY,1.0,2023-07-21,2023-09-07,2023-07-17,Fully Received,FOB,Port of NY,1017.97,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001116,SUP0001,PRD0009,1725,1725.0,1424.85,2457866.25,EUR,1.0,04-04-2023,2023-04-19,2023-05-04, Fully Received  ,cif,Shanghai,4702.88,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001117,SUP0023,PRD0023,832,351.0,2085.07,1734778.24,CAD,0.9617,22 September 2023,2023-10-01,2023-09-27,   Partially Received  ,FCA,Yokohama,2476.6,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001118,SUP0013,PRD0033,449,0.0,1096.76,492445.24,BRL,1.0,2022-05-09,2022/06/23,,Cancelled,cif,Hamburg,1813.52,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001119,SUP0029,PRD0039,2660,2660.0,2136.86,5684047.6,,1.0,2023-09-24,2023-12-05,2023-12-31,Fully Received,EXW,Yokohama,18296.79,James Chen,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001120,SUP0036,PRD0029,2814,,2083.77,5863728.78,BRL,0.8196,2024/03/28,2024-05-02,,Cancelled,EXW,,14172.57,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001121,SUP0013,PRD0005,1227,0.0,1609.09 USD,1974353.43,NOK,0.9677,2024-01-04,2024-03-14,,Open,DAP,Rotterdam,7052.82,Luca Ferretti,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001122,SUP0014,PRD0009,1938,1938.0,2462.46,4772247.48,,1.0,2024-03-28,2024-06-13,2024-03-22,Fully Received,EXW,Port of NY,10429.99,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001123,,PRD0028,2977,2977.0,151.19,450092.63,BRL,1.0,2023-01-23,09 February 2023,2023-03-10,Fully Received,,Vancouver,12027.23,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001124,SUP0025,PRD0032,1271,1271.0,119.91,152405.61,NOK,1.0,2022-05-26,2022-07-12,2022-07-13,Fully Received,DDP,Port of NY,3195.82,Anna Kowalski,Rejected,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001125,SUP0008,PRD0026,2116,0.0,2358.46,4990501.36,CAD,1.0,2023-06-21,07/10/23,,Open,DAP,Santos,5709.89,Robert Kleinman,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001126,SUP0021,PRD0035,1472,606.0,1761.53,2592972.16,EUR,1.0,2024-10-18,2024-11-09,2024-11-24,   Partially Received,cif,Port of LA,3066.65,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001127,SUP0027,PRD0027,331,331.0,392.04,129765.24,EUR,1.2295,09/09/2024,10/18/24,27-Oct-2024,Fully Received,DDP,Vancouver,1838.42,Priya Patel,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001128, SUP0027 ,PRD0002,1251,1251.0,2924.63,3658712.13,JPY,1.0723,2023-06-07,31/08/2023,2023-09-13,Fully Received,fob,Yokohama,2334.5,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001129,SUP0028,PRD0003,3136,3136.0,"$1,480.64",4643287.04,SEK,1.1377,10-Jan-2022,09-Apr-2022,2022/04/26,Fully Received,FCA,Port of LA,12873.19,David Park,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001130,SUP0030,PRD0003,1263,461.0,404.3,510630.9,USD,1.151,27/07/2022,06/09/2022,2022-09-12,Partially Received,fob,Yokohama,9641.29,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001131,SUP0013,PRD0008,2039,2039.0,636.04,1296885.56,NOK,1.3034,2023-12-03,2024/01/22,05-Feb-2024,   Fully Received  ,FOB ,Shanghai,12616.57,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001132,SUP0021,PRD0002,-2998,-2998.0,309.76,928660.48,EUR,1.0,2022-04-12,2022/06/04,2022-06-22,Fully Received,FOB ,Rotterdam,11111.63,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO001133,SUP0038,PRD0040,1712,1712.0,1706.85,2922127.2,USD,1.0,2022-08-02,2022-08-30,2022-09-06,Fully Received,EXW,Hamburg,1080.24,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
