OrderID,CustomerID,ProductID,Division,OrderedQty,UnitPrice_USD,LineTotal_USD,DiscountPct,OrderDate,RequestedDeliveryDate,Status,SalesChannel,SalesRepID,POReference,SpecialInstructions,IsRush,SourceSystem,_silver_transformed_at,is_return,discounted_unit_price,calc_line_total_usd
SO0004037,CUST00055,PRD0002,Lindenmeyr Publications,664.0,973.55,,0.0,2024-11-11,2024-11-17,Delivered,Inside Sales,REP034,CUST-PO-47026,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,973.55,646437.2
SO0004038,CUST00060,PRD0039,North American Distribution,698.0,554.61,387117.78,11.5,2023-03-07,2023-03-24,Delivered,Inside Sales,REP008,CUST-PO-16355,Deliver to dock B,True,Web Portal,2026-06-24 00:14:16.766567,False,490.8298,342599.2
SO0004039,CUST00003,PRD0017,Lindenmeyr Publications,1584.0,450.26,713211.84,14.3,2024-04-23,2024-04-30,Processing,E-Commerce,REP001,CUST-PO-47427,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,385.8728,611222.52
SO0004040,CUST00003,PRD0015,Central National,1800.0,2984.2,5371560.0,11.6,2023-11-17,2023-11-26,Delivered,E-Commerce,REP020,CUST-PO-65486,,False,Web Portal,2026-06-24 00:14:16.766567,False,2638.0328,4748459.04
SO0004041,CUST00010,PRD0006,North American Distribution,1970.0,1147.77,2261106.9,4.0,2022-06-19,2022-07-11,Cancelled,Inside Sales,REP002,CUST-PO-70866,Call before delivery,False,EDI,2026-06-24 00:14:16.766567,False,1101.8592,2170662.62
SO0004042,CUST00030,PRD0039,North American Distribution,813.0,1879.24,1527822.12,0.0,2023-06-29,2023-07-15,Delivered,Inside Sales,REP033,CUST-PO-17702,Fragile - handle with care,False,Web Portal,2026-06-24 00:14:16.766567,False,1879.24,1527822.12
SO0004043,CUST00028,PRD0017,Central National,1217.0,2190.38,2665692.46,10.9,2024-12-20,2025-01-13,Delivered,Inside Sales,REP032,CUST-PO-68184,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1951.6286,2375132.01
SO0004044,CUST00069,PRD0040,Lindenmeyr Publications,685.0,2853.29,1954503.65,8.0,2023-11-30,2023-12-17,Delivered,<Na>,REP028,CUST-PO-14148,Requires lift gate,False,EDI,2026-06-24 00:14:16.766567,False,2625.0268,1798143.36
SO0004045,CUST00036,PRD0008,Lindenmeyr Publications,1849.0,2485.35,4595412.15,1.4,2022-05-18,2022-06-12,Shipped,E-Commerce,REP013,CUST-PO-55040,Requires lift gate,False,EDI,2026-06-24 00:14:16.766567,False,2450.5551,4531076.38
SO0004046,CUST00033,PRD0012,North American Distribution,1258.0,578.85,728193.3,9.9,2024-03-14,2024-04-07,Delivered,Inside Sales,REP008,CUST-PO-78785,Requires lift gate,False,Web Portal,2026-06-24 00:14:16.766567,False,521.5438,656102.1
SO0004047,CUST00053,PRD0006,Central National,694.0,1065.15,739214.1,18.0,2023-08-15,2023-08-23,Delivered,<Na>,REP003,CUST-PO-50817,,False,CRM,2026-06-24 00:14:16.766567,False,873.423,606155.56
SO0004048,CUST00028,PRD0001,Lindenmeyr Publications,140.0,2307.73,,11.2,2024-07-23,2024-08-15,Cancelled,Broker,REP036,CUST-PO-83758,,False,EDI,2026-06-24 00:14:16.766567,False,2049.2642,286896.99
SO0004049,CUST00029,PRD0022,North American Distribution,161.0,1458.19,234768.59,19.7,2022-09-24,2022-10-22,Confirmed,Inside Sales,REP014,CUST-PO-89254,,False,CRM,2026-06-24 00:14:16.766567,False,1170.9266,188519.18
SO0004050,CUST00009,PRD0022,Lindenmeyr Publications,1085.0,2464.15,2673602.75,0.0,2024-02-11,2024-03-12,Delivered,Inside Sales,REP011,CUST-PO-19093,,False,EDI,2026-06-24 00:14:16.766567,False,2464.15,2673602.75
SO0004051,CUST00020,PRD0008,North American Distribution,1073.0,57.35,61536.55,15.4,2022-07-20,2022-08-08,Shipped,Direct Sales,REP005,CUST-PO-86462,TBC,True,CRM,2026-06-24 00:14:16.766567,False,48.5181,52059.92
SO0004052,CUST00058,PRD0031,Central National,1906.0,1232.0,2348192.0,12.8,2022-06-04,2022-06-13,Delivered,<Na>,REP029,,Fragile - handle with care,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1074.304,2047623.42
SO0004053,CUST00058,PRD0026,Central National,151.0,2859.54,431790.54,0.7,2023-03-06,2023-03-29,Delivered,Agent,REP034,CUST-PO-39163,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2839.5232,428768.0
SO0004054,CUST00020,PRD0014,Lindenmeyr Publications,1468.0,1846.24,2710280.32,4.6,2024-03-10,2024-03-17,Delivered,E-Commerce,REP037,CUST-PO-92878,Deliver to dock B,True,CRM,2026-06-24 00:14:16.766567,False,1761.313,2585607.48
SO0004055,CUST00033,PRD0034,Lindenmeyr Publications,1007.0,,749872.62,4.1,2022-03-09,2022-04-06,Confirmed,Broker,REP010,CUST-PO-16571,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0004056,CUST00023,PRD0002,Central National,315.0,0.0,0.0,15.9,2024-08-22,2024-09-04,Processing,E-Commerce,,CUST-PO-48644,TBC,False,EDI,2026-06-24 00:14:16.766567,False,0.0,0.0
SO0004057,CUST00053,PRD0034,Lindenmeyr Publications,1655.0,2294.34,,0.9,2023-03-13,2023-03-24,Delivered,Broker,REP021,CUST-PO-52877,,False,EDI,2026-06-24 00:14:16.766567,False,2273.6909,3762958.44
SO0004058,CUST00008,PRD0038,North American Distribution,1106.0,1138.72,1259424.32,2.3,2023-02-13,2023-10-03,Delivered,Direct Sales,REP026,CUST-PO-56592,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1112.5294,1230457.52
SO0004059,CUST00020,PRD0007,Central National,1384.0,862.78,1194087.52,19.2,2024-11-19,2024-12-13,Processing,Agent,REP019,CUST-PO-33078,Deliver to dock B,False,EDI,2026-06-24 00:14:16.766567,False,697.1262,964822.66
SO0004060,CUST00048,PRD0026,North American Distribution,956.0,89.2,85275.2,14.7,,2022-08-06,Delivered,Direct Sales,REP006,CUST-PO-45651,,False,EDI,2026-06-24 00:14:16.766567,False,76.0876,72739.75
SO0004061,CUST00021,PRD0029,North American Distribution,1413.0,3026.87,4276967.31,14.8,2023-01-28,2023-02-20,Delivered,Inside Sales,REP006,CUST-PO-41532,Fragile - handle with care,False,CRM,2026-06-24 00:14:16.766567,False,2578.8932,3643976.09
SO0004062,CUST00066,PRD0026,North American Distribution,1468.0,2425.55,3560707.4,15.7,2022-11-18,2022-12-12,Delivered,Direct Sales,REP037,CUST-PO-38432,,False,Web Portal,2026-06-24 00:14:16.766567,False,2044.7386,3001676.26
SO0004063,CUST00050,PRD0018,Lindenmeyr Publications,0.0,1119.69,0.0,7.1,2022-03-11,2022-04-07,Delivered,Direct Sales,REP034,CUST-PO-96190,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1040.192,0.0
SO0004064,CUST00037,PRD0024,Lindenmeyr Publications,732.0,218.19,159715.08,14.8,2024-07-06,2024-07-18,Partially Shipped,<Na>,REP025,CUST-PO-65405,,False,CRM,2026-06-24 00:14:16.766567,False,185.8979,136077.26
SO0004065,CUST00035,PRD0010,North American Distribution,1462.0,1765.05,2580503.1,2.2,2024-05-19,2024-06-13,Delivered,Agent,REP034,CUST-PO-53584,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1726.2189,2523732.03
SO0004066,CUST00050,PRD0005,Lindenmeyr Publications,1820.0,118.71,216052.2,17.2,2023-05-16,2023-06-08,Shipped,<Na>,REP004,CUST-PO-58394,,False,EDI,2026-06-24 00:14:16.766567,False,98.2919,178891.26
SO0004068,CUST00012,PRD0034,Lindenmeyr Publications,755.0,412.25,311248.75,17.3,2024-12-31,2025-01-13,Confirmed,E-Commerce,REP031,CUST-PO-61512,,True,CRM,2026-06-24 00:14:16.766567,False,340.9308,257402.75
SO0004069,CUST00040,PRD0014,Lindenmeyr Publications,1323.0,2179.1,2882949.3,1.7,,2024-09-14,Delivered,Agent,REP039,CUST-PO-40779,Requires lift gate,True,EDI,2026-06-24 00:14:16.766567,False,2142.0553,2833939.16
SO0004070,CUST00063,PRD0022,Central National,1147.0,1142.75,1310734.25,1.8,2024-01-04,2024-01-18,Delivered,Agent,REP030,,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1122.1805,1287141.03
SO0004071,CUST00063,PRD0007,Lindenmeyr Publications,1971.0,,1952787.96,2.8,2024-04-07,2024-05-03,Delivered,Direct Sales,REP001,CUST-PO-35705,,False,EDI,2026-06-24 00:14:16.766567,False,,
SO0004072,CUST00060,PRD0006,North American Distribution,717.0,1312.46,941033.82,4.6,2024-12-31,2025-01-04,Partially Shipped,Direct Sales,REP032,CUST-PO-47031,,False,EDI,2026-06-24 00:14:16.766567,False,1252.0868,897746.24
SO0004073,CUST00013,PRD0020,North American Distribution,707.0,1794.84,1268951.88,2.3,2022-10-05,2022-11-03,Delivered,E-Commerce,,CUST-PO-46598,TBC,True,CRM,2026-06-24 00:14:16.766567,False,1753.5587,1239766.0
SO0004074,CUST00014,PRD0004,Central National,740.0,1005.15,743811.0,12.5,2024-07-16,2024-07-19,Delivered,Inside Sales,REP015,CUST-PO-38435,Requires lift gate,False,Web Portal,2026-06-24 00:14:16.766567,False,879.5062,650834.59
SO0004075,CUST00022,PRD0008,Central National,1125.0,2800.96,3151080.0,1.0,2024-02-24,2024-03-09,Processing,Inside Sales,REP017,CUST-PO-17850,Call before delivery,False,Web Portal,2026-06-24 00:14:16.766567,False,2772.9504,3119569.2
SO0004076,CUST00020,PRD0005,Lindenmeyr Publications,1042.0,2686.21,2799030.82,17.7,2024-09-13,2024-10-13,Delivered,Inside Sales,REP037,CUST-PO-71505,Requires lift gate,True,EDI,2026-06-24 00:14:16.766567,False,2210.7508,2303602.33
SO0004077,CUST00039,PRD0023,Central National,1929.0,2725.57,5257624.53,6.1,2023-09-12,2023-10-05,Partially Shipped,E-Commerce,,CUST-PO-40550,,True,EDI,2026-06-24 00:14:16.766567,False,2559.3102,4936909.38
SO0004078,CUST00016,PRD0036,Central National,389.0,623.59,242576.51,14.4,2023-08-20,2023-08-31,Delivered,Broker,REP033,CUST-PO-11740,TBC,False,EDI,2026-06-24 00:14:16.766567,False,533.793,207645.48
SO0004079,CUST00049,PRD0028,Central National,1390.0,1589.63,2209585.7,14.2,2022-07-18,2022-08-14,Processing,Broker,REP005,CUST-PO-52737,,True,EDI,2026-06-24 00:14:16.766567,False,1363.9025,1895824.48
SO0004080,CUST00001,PRD0003,Central National,749.0,906.98,679328.02,13.5,,2022-06-17,Delivered,Agent,REP020,CUST-PO-16428,Fragile - handle with care,False,Web Portal,2026-06-24 00:14:16.766567,False,784.5377,587618.74
SO0004081,CUST00018,PRD0006,Central National,125.0,2420.33,302541.25,5.2,2023-08-30,,Cancelled,Direct Sales,,CUST-PO-59068,Requires lift gate,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2294.4728,286809.1
SO0004082,CUST00056,PRD0016,Lindenmeyr Publications,1603.0,0.0,0.0,1.0,2022-11-26,2022-12-19,Delivered,Inside Sales,REP013,CUST-PO-17479,Requires lift gate,False,CRM,2026-06-24 00:14:16.766567,False,0.0,0.0
SO0004083,CUST00001,PRD0032,North American Distribution,0.0,730.73,0.0,1.6,2023-05-03,2023-05-14,Delivered,Broker,REP014,CUST-PO-63037,,True,,2026-06-24 00:14:16.766567,False,719.0383,0.0
SO0004084,CUST00011,PRD0019,Central National,1330.0,792.88,1054530.4,10.4,2023-08-15,2023-08-24,Delivered,E-Commerce,REP014,,Deliver to dock B,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,710.4205,944859.26
SO0004086,CUST00001,PRD0025,Lindenmeyr Publications,1051.0,2757.72,2898363.72,1.8,2022-02-15,2022-03-04,Processing,Agent,REP020,CUST-PO-55010,,False,EDI,2026-06-24 00:14:16.766567,False,2708.081,2846193.13
SO0004087,CUST00038,PRD0014,Lindenmeyr Publications,1856.0,1695.88,3147553.28,19.8,,2024-09-13,Shipped,Direct Sales,REP033,CUST-PO-57055,Fragile - handle with care,False,CRM,2026-06-24 00:14:16.766567,False,1360.0958,2524337.8
SO0004088,CUST00019,PRD0024,Lindenmeyr Publications,1751.0,131.64,230501.64,13.0,,2023-12-01,Processing,<Na>,REP007,,,False,Web Portal,2026-06-24 00:14:16.766567,False,114.5268,200536.43
SO0004089,CUST00046,PRD0004,Lindenmeyr Publications,1537.0,557.56,856969.72,17.1,2023-10-12,2023-10-26,Shipped,Agent,,CUST-PO-12556,,False,Web Portal,2026-06-24 00:14:16.766567,False,462.2172,710427.84
SO0004090,CUST00052,PRD0010,North American Distribution,1266.0,627.39,794275.74,16.1,2022-03-31,2022-04-25,Confirmed,Broker,REP014,CUST-PO-34138,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,526.3802,666397.33
SO0004091,CUST00048,PRD0002,Lindenmeyr Publications,1282.0,0.0,0.0,5.0,,2024-12-11,Processing,E-Commerce,REP039,CUST-PO-53524,,False,EDI,2026-06-24 00:14:16.766567,False,0.0,0.0
SO0004092,CUST00057,PRD0002,North American Distribution,639.0,1681.94,,14.5,,2022-06-08,Delivered,Inside Sales,REP018,CUST-PO-56971,,False,Web Portal,2026-06-24 00:14:16.766567,False,1438.0587,918919.51
SO0004093,CUST00033,PRD0030,<Na>,592.0,683.1,404395.2,17.5,2022-10-19,2022-11-18,Delivered,Direct Sales,REP004,CUST-PO-43123,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,563.5575,333626.04
SO0004094,CUST00008,PRD0040,Central National,381.0,2637.28,1004803.68,2.5,2023-07-07,2023-08-04,Delivered,Agent,REP008,CUST-PO-43667,Call before delivery,False,EDI,2026-06-24 00:14:16.766567,False,2571.348,979683.59
SO0004095,CUST00033,PRD0022,Central National,1107.0,,2820802.05,4.2,2022-04-24,2022-05-12,Delivered,Inside Sales,REP035,CUST-PO-60939,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0004097,CUST00055,PRD0037,North American Distribution,580.0,462.71,,16.7,2022-02-06,2022-02-12,Delivered,<Na>,REP024,CUST-PO-38470,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,385.4374,223553.69
SO0004098,CUST00004,PRD0007,<Na>,900.0,1550.35,1395315.0,2.0,2022-03-02,2022-03-18,Processing,Direct Sales,REP003,CUST-PO-87363,Deliver to dock B,False,Web Portal,2026-06-24 00:14:16.766567,False,1519.343,1367408.7
SO0004099,CUST00040,PRD0005,Central National,1064.0,,2081716.0,8.7,2023-12-24,2024-01-14,Delivered,Agent,REP021,CUST-PO-37203,,False,EDI,2026-06-24 00:14:16.766567,False,,
SO0004100,CUST00009,PRD0007,Central National,507.0,835.97,423836.79,10.5,2023-05-25,2023-06-08,Delivered,Agent,REP013,CUST-PO-99321,,False,CRM,2026-06-24 00:14:16.766567,False,748.1932,379333.95
SO0004101,CUST00041,PRD0033,Lindenmeyr Publications,326.0,406.93,132659.18,0.0,2022-09-04,,Delivered,Broker,REP005,CUST-PO-91835,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,406.93,132659.18
SO0004102,CUST00046,PRD0002,Central National,569.0,,473140.57,10.6,2023-05-28,2023-06-21,Delivered,Agent,REP024,CUST-PO-60907,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0004103,CUST00039,PRD0032,Central National,1705.0,1406.55,2398167.75,8.7,2023-06-01,2023-06-13,Delivered,Inside Sales,REP027,CUST-PO-95073,,False,CRM,2026-06-24 00:14:16.766567,False,1284.1802,2189527.24
SO0004104,CUST00070,PRD0009,Central National,1886.0,3000.19,5658358.34,16.7,2022-12-31,2023-01-10,Delivered,Agent,REP015,CUST-PO-64308,Call before delivery,False,Web Portal,2026-06-24 00:14:16.766567,False,2499.1583,4713412.55
SO0004105,CUST00053,PRD0006,North American Distribution,588.0,291.24,171249.12,0.9,2024-09-23,2024-09-29,Delivered,E-Commerce,REP027,CUST-PO-89201,,False,CRM,2026-06-24 00:14:16.766567,False,288.6188,169707.85
SO0004106,CUST00003,PRD0038,Central National,1647.0,92.42,152215.74,3.1,2022-10-04,2022-10-13,Delivered,<Na>,REP008,CUST-PO-77979,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,89.555,147497.09
SO0004107,CUST00059,PRD0018,Lindenmeyr Publications,374.0,1059.82,396372.68,9.2,,2023-06-09,Shipped,Inside Sales,,,Deliver to dock B,True,EDI,2026-06-24 00:14:16.766567,False,962.3166,359906.41
SO0004108,CUST00021,PRD0004,North American Distribution,947.0,,,19.6,2024-09-08,,Processing,Agent,REP009,,TBC,False,Web Portal,2026-06-24 00:14:16.766567,False,,
SO0004109,CUST00024,PRD0007,Lindenmeyr Publications,1327.0,66.63,88418.01,12.4,2023-01-12,2023-12-08,Shipped,E-Commerce,REP017,CUST-PO-58076,Fragile - handle with care,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,58.3679,77454.2
SO0004110,CUST00006,PRD0002,Lindenmeyr Publications,1814.0,2900.28,5261107.92,1.9,2022-04-09,2022-04-12,Shipped,Direct Sales,REP023,CUST-PO-81714,,False,Web Portal,2026-06-24 00:14:16.766567,False,2845.1747,5161146.91
SO0004111,CUST00064,PRD0035,Lindenmeyr Publications,153.0,2763.91,422878.23,16.1,2024-01-16,2024-02-04,Delivered,Direct Sales,REP020,CUST-PO-37812,Fragile - handle with care,False,EDI,2026-06-24 00:14:16.766567,False,2318.9205,354794.84
SO0004112,CUST00064,PRD0006,Lindenmeyr Publications,1925.0,882.61,1699024.25,10.6,2022-12-16,2023-01-03,Delivered,Direct Sales,REP028,CUST-PO-18112,,True,EDI,2026-06-24 00:14:16.766567,False,789.0533,1518927.6
SO0004113,CUST00004,PRD0018,Lindenmeyr Publications,926.0,,1298066.8,7.3,2024-05-20,2024-06-01,Cancelled,Inside Sales,REP020,CUST-PO-78746,Deliver to dock B,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0004114,CUST00036,PRD0032,Lindenmeyr Publications,1761.0,1598.71,2815328.31,15.0,2022-05-05,,Cancelled,Direct Sales,REP008,CUST-PO-57491,Fragile - handle with care,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1358.9035,2393029.06
SO0004115,CUST00026,PRD0040,North American Distribution,12.0,2702.9,32434.8,0.8,2023-12-09,2024-01-04,Delivered,Agent,REP018,CUST-PO-55798,,True,EDI,2026-06-24 00:14:16.766567,False,2681.2768,32175.32
SO0004116,CUST00009,PRD0032,Central National,1704.0,3017.59,5141973.36,2.2,2023-01-30,2023-02-13,Shipped,Broker,REP006,CUST-PO-68328,Deliver to dock B,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2951.203,5028849.91
SO0004117,CUST00032,PRD0010,Central National,1580.0,267.71,422981.8,17.0,2023-04-29,,Processing,Direct Sales,REP003,CUST-PO-23590,,False,Web Portal,2026-06-24 00:14:16.766567,False,222.1993,351074.89
SO0004118,CUST00027,PRD0015,Central National,22.0,93.57,2058.54,4.9,2022-12-23,2022-12-30,Processing,Agent,REP036,CUST-PO-96794,Call before delivery,False,Web Portal,2026-06-24 00:14:16.766567,False,88.9851,1957.67
SO0004119,CUST00063,PRD0016,Lindenmeyr Publications,1369.0,2882.1,3945594.9,7.7,2022-10-26,2022-11-02,Cancelled,Inside Sales,,CUST-PO-68159,TBC,False,EDI,2026-06-24 00:14:16.766567,False,2660.1783,3641784.09
SO0004120,CUST00063,PRD0028,North American Distribution,1974.0,3101.01,6121393.74,0.0,2023-02-16,2023-02-10,Shipped,Inside Sales,REP025,CUST-PO-47607,Fragile - handle with care,True,EDI,2026-06-24 00:14:16.766567,False,3101.01,6121393.74
SO0004121,CUST00015,PRD0031,Lindenmeyr Publications,576.0,662.31,381490.56,2.5,2022-02-14,2022-03-06,Delivered,E-Commerce,REP031,CUST-PO-51252,Requires lift gate,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,645.7522,371953.27
SO0004122,CUST00029,PRD0007,North American Distribution,398.0,1458.31,580407.38,0.8,2024-03-07,2024-03-15,Delivered,Direct Sales,REP033,CUST-PO-23014,,True,EDI,2026-06-24 00:14:16.766567,False,1446.6435,575764.11
SO0004123,CUST00022,PRD0039,North American Distribution,1608.0,445.87,716958.96,17.3,,2022-04-03,Delivered,Broker,REP002,CUST-PO-48509,,True,Web Portal,2026-06-24 00:14:16.766567,False,368.7345,592925.08
SO0004124,CUST00050,PRD0036,Lindenmeyr Publications,1639.0,1496.09,2452091.51,4.7,2023-10-22,2023-11-04,Delivered,Agent,,,,False,EDI,2026-06-24 00:14:16.766567,False,1425.7738,2336843.26
SO0004125,CUST00044,PRD0013,Central National,25.0,334.58,8364.5,13.9,2022-03-19,2022-04-15,Delivered,E-Commerce,REP007,CUST-PO-96896,,True,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,288.0734,7201.84
SO0004126,CUST00070,PRD0002,North American Distribution,63.0,2312.79,145705.77,5.4,2024-02-29,2024-03-17,Delivered,Direct Sales,REP040,CUST-PO-96502,Call before delivery,False,EDI,2026-06-24 00:14:16.766567,False,2187.8993,137837.66
SO0004127,CUST00015,PRD0007,Lindenmeyr Publications,1003.0,2665.07,2673065.21,5.3,2022-12-01,2022-12-07,Delivered,E-Commerce,REP033,CUST-PO-17841,Call before delivery,True,EDI,2026-06-24 00:14:16.766567,False,2523.8213,2531392.76
SO0004128,CUST00030,PRD0024,Lindenmeyr Publications,657.0,783.97,515068.29,3.2,2023-11-28,2023-12-11,Delivered,Broker,REP030,CUST-PO-49650,,True,EDI,2026-06-24 00:14:16.766567,False,758.883,498586.13
SO0004129,CUST00017,PRD0022,North American Distribution,-1941.0,,4249955.37,11.6,2023-02-05,2023-09-02,Confirmed,Agent,REP010,CUST-PO-82990,,False,CRM,2026-06-24 00:14:16.766567,True,,
SO0004130,CUST00004,PRD0019,Central National,163.0,3025.69,493187.47,13.5,2023-10-08,,Delivered,Broker,,CUST-PO-57793,,True,EDI,2026-06-24 00:14:16.766567,False,2617.2218,426607.15
SO0004131,CUST00053,PRD0031,North American Distribution,404.0,2850.11,1151444.44,6.1,2022-07-10,2022-10-15,Delivered,Broker,REP025,CUST-PO-56778,,False,EDI,2026-06-24 00:14:16.766567,False,2676.2533,1081206.33
SO0004132,CUST00058,PRD0035,North American Distribution,385.0,,288303.4,9.2,2022-04-23,2022-05-01,Confirmed,Direct Sales,,CUST-PO-79280,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,,
SO0004133,CUST00058,PRD0009,Lindenmeyr Publications,477.0,2486.51,1186065.27,15.4,2023-10-24,2023-11-11,Delivered,<Na>,REP018,CUST-PO-98868,,True,EDI,2026-06-24 00:14:16.766567,False,2103.5875,1003411.24
SO0004134,CUST00025,PRD0018,Central National,125.0,2910.83,363853.75,19.8,2022-11-06,2022-11-24,Delivered,Direct Sales,REP013,CUST-PO-90808,,False,EDI,2026-06-24 00:14:16.766567,False,2334.4857,291810.71
SO0004135,CUST00058,PRD0021,North American Distribution,1092.0,0.0,0.0,18.8,2023-02-17,,Delivered,Agent,REP017,CUST-PO-83259,,False,Web Portal,2026-06-24 00:14:16.766567,False,0.0,0.0
SO0004136,CUST00069,PRD0034,North American Distribution,135.0,1869.65,252402.75,4.5,2022-10-11,2022-10-25,Delivered,Direct Sales,REP007,CUST-PO-55579,,True,EDI,2026-06-24 00:14:16.766567,False,1785.5158,241044.63
SO0004137,CUST00009,PRD0022,North American Distribution,361.0,2941.88,1062018.68,13.0,2022-09-20,2022-09-29,Processing,Agent,REP011,CUST-PO-95619,Call before delivery,False,EDI,2026-06-24 00:14:16.766567,False,2559.4356,923956.25
SO0004138,CUST00067,PRD0039,Central National,1198.0,,1596526.68,17.2,2024-02-05,2024-03-06,Delivered,Broker,REP012,,,False,,2026-06-24 00:14:16.766567,False,,
SO0004139,CUST00032,PRD0034,Central National,1878.0,2686.77,5045754.06,1.5,2024-11-15,2024-11-28,Processing,Inside Sales,REP022,CUST-PO-88861,,False,CRM,2026-06-24 00:14:16.766567,False,2646.4684,4970067.66
SO0004140,CUST00061,PRD0034,Lindenmeyr Publications,45.0,1909.88,85944.6,4.8,2023-03-05,2023-03-09,Shipped,Agent,REP025,CUST-PO-65345,Fragile - handle with care,False,Web Portal,2026-06-24 00:14:16.766567,False,1818.2058,81819.26
SO0004141,CUST00037,PRD0010,North American Distribution,1910.0,673.03,1285487.3,4.0,2023-07-21,2023-08-17,Delivered,Agent,REP001,CUST-PO-38047,,False,CRM,2026-06-24 00:14:16.766567,False,646.1088,1234067.81
SO0004142,CUST00064,PRD0036,Lindenmeyr Publications,1177.0,159.02,187166.54,7.3,2024-05-21,2024-05-27,Delivered,Direct Sales,REP040,CUST-PO-48659,,False,Web Portal,2026-06-24 00:14:16.766567,False,147.4115,173503.34
SO0004143,CUST00021,PRD0024,North American Distribution,1833.0,3114.76,5709355.08,15.6,2022-09-28,2022-10-02,Delivered,Agent,REP005,CUST-PO-31169,,False,Web Portal,2026-06-24 00:14:16.766567,False,2628.8574,4818695.61
SO0004144,CUST00066,PRD0013,Central National,282.0,302.06,,9.6,2023-01-28,2023-02-25,Partially Shipped,Broker,REP027,CUST-PO-60141,,False,EDI,2026-06-24 00:14:16.766567,False,273.0622,77003.54
SO0004145,CUST00044,PRD0039,Central National,896.0,1995.86,1788290.56,2.8,2023-06-12,2023-06-28,Delivered,Inside Sales,REP002,CUST-PO-56400,TBC,False,EDI,2026-06-24 00:14:16.766567,False,1939.9759,1738218.41
SO0004146,CUST00043,PRD0036,<Na>,848.0,,1555172.64,6.9,2023-05-10,,Delivered,Broker,,CUST-PO-22163,,True,Web Portal,2026-06-24 00:14:16.766567,False,,
SO0004147,CUST00001,PRD0032,Central National,1431.0,0.0,0.0,14.1,2024-01-29,2024-02-13,Delivered,Direct Sales,REP024,CUST-PO-45847,,False,Web Portal,2026-06-24 00:14:16.766567,False,0.0,0.0
SO0004148,CUST00050,PRD0024,North American Distribution,377.0,379.21,142962.17,18.4,2024-08-01,2024-08-26,Delivered,Agent,REP010,CUST-PO-57764,Requires lift gate,False,EDI,2026-06-24 00:14:16.766567,False,309.4354,116657.15
SO0004149,CUST00027,PRD0002,Central National,1369.0,601.47,823412.43,16.4,,2023-07-10,Cancelled,Inside Sales,,CUST-PO-17310,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,502.8289,688372.76
SO0004150,CUST00062,PRD0039,North American Distribution,147.0,2145.52,315391.44,7.4,2024-11-14,2024-12-01,Processing,E-Commerce,REP035,CUST-PO-55267,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1986.7515,292052.47
SO0004151,CUST00019,PRD0006,North American Distribution,1612.0,3191.96,,7.3,2022-05-05,2022-05-25,Delivered,Direct Sales,REP018,CUST-PO-47963,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,2958.9469,4769822.4
SO0004152,CUST00004,PRD0018,Central National,-1821.0,2661.02,4845717.42,1.3,2022-11-13,2022-11-26,Cancelled,E-Commerce,REP001,CUST-PO-68950,Fragile - handle with care,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,True,2626.4267,4782723.02
SO0004153,CUST00045,PRD0014,Central National,1424.0,2093.82,2981599.68,17.2,2022-03-05,2022-03-24,Delivered,Agent,REP030,CUST-PO-46954,,False,SQL_Server_Sales,2026-06-24 00:14:16.766567,False,1733.683,2468764.59
SO0004154,CUST00064,PRD0031,North American Distribution,733.0,3184.48,2334223.84,5.2,2024-06-23,,Delivered,Inside Sales,REP030,CUST-PO-60960,,False,,2026-06-24 00:14:16.766567,False,3018.887,2212844.17
