POID,SupplierID,ProductID,OrderedQty,ReceivedQty,UnitCost_USD,TotalCost_USD,Currency,ExchangeRate,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,IncoTerms,PortOfLoading,FreightCost_USD,BuyerName,ApprovalStatus,Notes,_silver_transformed_at,actual_lead_time_days,expected_lead_time_days,is_late_delivery,receipt_rate
PO000966,SUP0016,PRD0012,2825.0,0.0,1057.18,2986533.5,<NA>,0.941,,2024-07-14,,Open,EXW,Port Of La,,Maria Santos,Pending,Force majeure clause active,2026-06-24 00:14:16.766567,,,,0.0
PO000967,SUP0017,PRD0035,4897.0,4897.0,2500.99,12247348.03,CAD,,2022-09-15,2022-10-02,2022-10-12,Fully Received,DDP,Shanghai,11057.33,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,27.0,17.0,1.0,1.0
PO000969,SUP0036,PRD0034,4221.0,4221.0,2244.42,,EUR,1.0,2023-09-08,2023-09-24,2023-09-30,Fully Received,CIF,Hamburg,15868.4,James Chen,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,22.0,16.0,1.0,1.0
PO000970,SUP0030,PRD0016,0.0,0.0,2072.84,0.0,JPY,1.0,2024-10-07,2024-11-13,2024-11-30,Fully Received,FOB,Vancouver,0.0,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,54.0,37.0,1.0,
PO000971,SUP0013,PRD0019,3559.0,2033.0,283.46,1008834.14,JPY,1.2192,2023-04-28,2023-07-04,2023-07-10,Fully Received,<NA>,Yokohama,3627.02,David Park,Pending,,2026-06-24 00:14:16.766567,73.0,67.0,1.0,0.5712
PO000972,SUP0036,PRD0036,4980.0,4980.0,337.45,1680501.0,JPY,1.0309,,2022-03-27,2022-04-19,Fully Received,FOB,Yokohama,25100.04,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000973,SUP0012,PRD0017,587.0,587.0,2370.72,1391612.64,BRL,1.0888,2023-06-23,2023-06-30,2023-06-20,Fully Received,FCA,Shanghai,4243.26,Anna Kowalski,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,-3.0,7.0,0.0,1.0
PO000974,SUP0034,PRD0037,4886.0,4886.0,565.09,,JPY,1.0861,2024-12-31,2025-03-06,2025-03-10,Fully Received,FOB,Rotterdam,32754.57,,Approved,,2026-06-24 00:14:16.766567,69.0,65.0,1.0,1.0
PO000975,SUP0038,PRD0002,2310.0,1554.0,1118.6,2583966.0,EUR,1.0,2022-08-09,,2022-09-20,Partially Received,CIF,Hamburg,14650.99,James Chen,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,42.0,,0.0,0.6727
PO000976,SUP0004,PRD0003,1739.0,1739.0,630.34,1096161.26,<NA>,1.1885,2023-04-07,2023-08-13,2023-08-15,Fully Received,CIF,Port Of La,7440.26,James Chen,Approved,,2026-06-24 00:14:16.766567,130.0,128.0,1.0,1.0
PO000977,SUP0036,PRD0023,1221.0,422.0,671.37,819742.77,USD,1.0,,2024-04-03,2024-04-01,Partially Received,FOB,Hamburg,6388.35,James Chen,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,,,0.0,0.3456
PO000978,SUP0022,PRD0027,2269.0,2269.0,1225.12,2779797.28,JPY,1.0347,2023-02-04,2023-02-21,2023-02-20,Fully Received,FOB,Hamburg,3028.7,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,16.0,17.0,0.0,1.0
PO000979,SUP0038,PRD0017,1702.0,1702.0,2856.55,4861848.1,USD,0.9225,2024-05-27,2024-07-05,2024-07-01,Fully Received,EXW,Rotterdam,13274.36,Maria Santos,Approved,,2026-06-24 00:14:16.766567,35.0,39.0,0.0,1.0
PO000980,SUP0030,PRD0005,3046.0,3046.0,,8213813.14,NOK,1.0,2023-04-10,2023-06-03,2023-06-02,Fully Received,FOB,Yokohama,23673.61,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,53.0,54.0,0.0,1.0
PO000981,SUP0009,PRD0037,1098.0,0.0,1324.55,1454355.9,BRL,1.0,2022-10-16,,,On Hold,CIF,Port Of Ny,3541.73,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,,,,0.0
PO000982,SUP0021,PRD0030,4470.0,4470.0,533.48,2384655.6,SEK,0.9168,2022-10-23,2023-01-08,2023-01-20,Fully Received,<NA>,Rotterdam,26808.33,James Chen,Approved,TBD,2026-06-24 00:14:16.766567,89.0,77.0,1.0,1.0
PO000983,SUP0004,PRD0030,4137.0,0.0,1071.66,4433457.42,CAD,0.7974,,2022-11-23,,Open,DDP,Shanghai,32649.9,David Park,Approved,,2026-06-24 00:14:16.766567,,,,0.0
PO000984,SUP0033,PRD0009,4184.0,,2941.16,12305813.44,EUR,0.7944,2022-07-16,2022-07-30,2022-08-06,Fully Received,FOB,Port Of La,7288.27,Priya Patel,Approved,TBD,2026-06-24 00:14:16.766567,21.0,14.0,1.0,
PO000985,SUP0026,PRD0031,215.0,215.0,1834.6,394439.0,<NA>,1.0,2022-06-16,2022-07-23,2022-12-08,Fully Received,FCA,Yokohama,594.19,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,175.0,37.0,1.0,1.0
PO000986,SUP0025,PRD0030,3954.0,3954.0,1554.15,6145109.1,EUR,1.0,2023-09-09,,2023-09-02,Fully Received,CIF,Rotterdam,4624.55,Luca Ferretti,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,-7.0,,0.0,1.0
PO000987,SUP0003,PRD0037,1204.0,1204.0,,523968.76,JPY,1.0,2024-06-11,2024-08-25,2024-08-28,Fully Received,FCA,Yokohama,,David Park,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,78.0,75.0,1.0,1.0
PO000988,SUP0029,PRD0024,0.0,0.0,2735.22,0.0,CAD,1.0,2023-01-05,2023-02-25,2023-03-12,Fully Received,DDP,Port Of Ny,,David Park,Approved,,2026-06-24 00:14:16.766567,66.0,51.0,1.0,
PO000989,SUP0026,PRD0030,2141.0,2141.0,2100.7,4497598.7,BRL,0.9222,2023-12-25,,2024-01-29,Fully Received,EXW,Santos,2229.61,Robert Kleinman,Pending,,2026-06-24 00:14:16.766567,35.0,,0.0,1.0
PO000990,SUP0023,PRD0007,0.0,0.0,2360.47,,USD,1.0,2023-02-13,2023-11-05,2023-06-03,Fully Received,DAP,Shanghai,0.0,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,110.0,265.0,0.0,
PO000991,SUP0027,PRD0024,4978.0,4978.0,272.66,1357301.48,JPY,1.0,2024-05-29,2024-08-22,2024-08-24,Fully Received,CIF,Yokohama,22001.89,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,87.0,85.0,1.0,1.0
PO000992,SUP0038,PRD0019,111.0,111.0,1419.6,157575.6,SEK,1.0,2024-03-14,,2024-06-02,Fully Received,EXW,Port Of Ny,479.9,Robert Kleinman,Approved,TBD,2026-06-24 00:14:16.766567,80.0,,0.0,1.0
PO000993,SUP0021,PRD0025,1183.0,1183.0,1125.16,1331064.28,SEK,0.7637,2022-06-12,2022-07-04,2022-08-02,Fully Received,CIF,<Na>,6893.54,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,51.0,22.0,1.0,1.0
PO000994,SUP0019,PRD0030,4105.0,4105.0,1896.32,7784393.6,BRL,,2022-06-27,2022-08-25,2022-09-23,Fully Received,CIF,Santos,,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,88.0,59.0,1.0,1.0
PO000995,SUP0024,PRD0037,4778.0,3348.0,1706.32,8152796.96,SEK,1.0,2023-04-06,2023-05-26,2023-05-24,Partially Received,DDP,Shanghai,21180.42,James Chen,Approved,,2026-06-24 00:14:16.766567,48.0,50.0,0.0,0.7007
PO000996,SUP0035,PRD0015,3597.0,0.0,1537.88,5531754.36,CAD,1.0,2024-07-27,2024-09-07,,Open,DAP,Santos,7035.8,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,42.0,,0.0
PO000997,SUP0026,PRD0032,3389.0,3389.0,986.15,3342062.35,SEK,1.0,2023-05-20,2023-06-26,2023-06-29,Fully Received,CIF,Hamburg,5972.06,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,40.0,37.0,1.0,1.0
PO000998,SUP0023,PRD0028,3478.0,2151.0,1458.79,5073671.62,BRL,,2024-01-19,2024-03-30,2024-03-26,Partially Received,CIF,Rotterdam,6520.38,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,67.0,71.0,0.0,0.6185
PO000999,SUP0037,PRD0016,1136.0,393.0,949.59,1078734.24,JPY,,2024-04-28,2024-05-08,2024-05-06,Partially Received,CIF,Hamburg,6125.91,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,8.0,10.0,0.0,0.346
PO001000,SUP0033,PRD0032,3782.0,3782.0,,1490864.4,EUR,1.0,2024-03-07,2024-03-30,2024-04-07,Fully Received,FCA,Shanghai,17253.86,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,31.0,23.0,1.0,1.0
PO001001,SUP0004,PRD0027,4960.0,4960.0,1443.06,7157577.6,EUR,1.0,2022-01-03,2022-01-10,2022-01-20,Fully Received,EXW,Hamburg,18918.21,,Approved,,2026-06-24 00:14:16.766567,17.0,7.0,1.0,1.0
PO001002,SUP0001,PRD0034,2043.0,909.0,2147.61,4387567.23,CAD,0.9185,2023-04-13,2023-04-25,2023-04-25,Partially Received,FOB,Vancouver,5843.54,James Chen,Approved,,2026-06-24 00:14:16.766567,12.0,12.0,0.0,0.4449
PO001003,SUP0004,PRD0010,3595.0,3595.0,2177.07,7826566.65,NOK,0.9223,2024-10-12,2024-11-02,2024-11-05,Open,CIF,Hamburg,15473.25,David Park,Approved,,2026-06-24 00:14:16.766567,24.0,21.0,1.0,1.0
PO001004,SUP0013,PRD0035,767.0,767.0,1137.27,,NOK,1.0405,2024-12-27,,2025-02-07,Fully Received,DAP,Port Of La,2915.2,James Chen,Pending,Price renegotiated Q4,2026-06-24 00:14:16.766567,42.0,,0.0,1.0
PO001005,SUP0017,PRD0034,762.0,762.0,2148.28,1636989.36,BRL,1.0856,2024-02-16,2024-04-21,2024-04-22,Fully Received,<NA>,Port Of La,5554.23,James Chen,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,66.0,65.0,1.0,1.0
PO001006,SUP0038,PRD0039,4241.0,4241.0,2947.89,12502001.49,NOK,1.0,,,2024-01-13,Fully Received,DAP,<Na>,16663.11,Priya Patel,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,,,0.0,1.0
PO001007,SUP0022,PRD0010,1963.0,1963.0,380.72,747353.36,USD,1.0,2024-01-05,2024-01-26,2024-02-09,Fully Received,FOB,Port Of Ny,13054.12,,Approved,,2026-06-24 00:14:16.766567,35.0,21.0,1.0,1.0
PO001008,SUP0010,PRD0021,941.0,941.0,2742.66,2580843.06,BRL,1.0,2024-03-29,2024-06-22,2024-07-18,Fully Received,FOB,Rotterdam,6792.92,James Chen,Approved,,2026-06-24 00:14:16.766567,111.0,85.0,1.0,1.0
PO001009,SUP0024,PRD0017,135.0,135.0,588.37,79429.95,SEK,1.0,2022-11-21,2023-01-23,2023-02-13,Fully Received,CIF,Rotterdam,964.59,Luca Ferretti,Pending,TBD,2026-06-24 00:14:16.766567,84.0,63.0,1.0,1.0
PO001010,SUP0027,PRD0039,4883.0,0.0,2946.72,14388833.76,BRL,,2024-12-07,2024-12-28,,Open,DDP,Yokohama,4697.81,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,21.0,,0.0
PO001011,SUP0011,PRD0015,3528.0,3528.0,339.79,1198779.12,JPY,1.0,2022-12-19,2023-01-11,2023-01-26,Fully Received,CIF,Vancouver,,Maria Santos,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,38.0,23.0,1.0,1.0
PO001012,SUP0026,PRD0013,897.0,897.0,2654.81,,<NA>,1.1563,2022-12-26,2023-03-10,2023-03-08,Fully Received,DAP,<Na>,,Maria Santos,Approved,,2026-06-24 00:14:16.766567,72.0,74.0,0.0,1.0
PO001013,SUP0012,PRD0036,2650.0,0.0,496.34,1315301.0,<NA>,1.0425,2023-07-30,2023-08-08,,Open,DAP,Yokohama,10627.03,David Park,Approved,,2026-06-24 00:14:16.766567,,9.0,,0.0
PO001014,SUP0038,PRD0029,2940.0,2940.0,2260.13,6644782.2,CAD,1.0388,2023-08-29,2023-09-22,2023-10-20,Fully Received,DDP,Vancouver,6413.88,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,52.0,24.0,1.0,1.0
PO001015,SUP0001,PRD0036,0.0,0.0,2383.66,0.0,USD,1.043,2023-04-10,2023-11-10,2023-11-05,Fully Received,DAP,Santos,0.0,Robert Kleinman,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,209.0,214.0,0.0,
PO001016,SUP0006,PRD0038,2730.0,2730.0,191.24,522085.2,USD,1.0,2024-11-09,2024-12-22,2025-01-18,Fully Received,FOB,Shanghai,,Maria Santos,Pending,Expedited shipping requested,2026-06-24 00:14:16.766567,70.0,43.0,1.0,1.0
PO001018,SUP0022,PRD0002,3153.0,3153.0,2863.3,9027984.9,USD,1.0,2022-03-28,2022-04-17,2022-04-13,Fully Received,FOB,Rotterdam,22641.96,Priya Patel,Approved,,2026-06-24 00:14:16.766567,16.0,20.0,0.0,1.0
PO001019,SUP0040,PRD0030,2018.0,2018.0,1514.19,3055635.42,<NA>,1.1927,2022-11-16,2023-02-06,2023-03-03,Fully Received,CIF,Santos,5217.17,Anna Kowalski,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,107.0,82.0,1.0,1.0
PO001020,SUP0018,PRD0004,2555.0,1750.0,710.5,1815327.5,BRL,1.0,2023-02-13,2023-04-23,2023-05-02,Partially Received,EXW,Rotterdam,13590.7,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,78.0,69.0,1.0,0.6849
PO001021,SUP0004,PRD0023,4115.0,4115.0,1537.96,6328705.4,NOK,1.1026,2024-11-29,2024-12-08,2024-12-16,Fully Received,CIF,Vancouver,6337.32,Priya Patel,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,17.0,9.0,1.0,1.0
PO001022,SUP0012,PRD0026,26.0,0.0,,36766.86,CAD,1.1073,2024-03-01,2024-05-29,,Cancelled,DAP,Yokohama,54.21,David Park,Rejected,,2026-06-24 00:14:16.766567,,89.0,,0.0
PO001023,SUP0011,PRD0007,1230.0,0.0,2829.58,3480383.4,JPY,1.0,2024-01-26,2024-02-10,,Open,DDP,<Na>,8516.31,David Park,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,,15.0,,0.0
PO001024,SUP0017,PRD0030,952.0,752.0,2614.94,2489422.88,EUR,0.9434,2022-08-28,2022-09-12,2022-09-21,Partially Received,FOB,<Na>,6816.23,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,24.0,15.0,1.0,0.7899
PO001026,SUP0029,PRD0011,1644.0,1644.0,2997.61,4928070.84,USD,1.0,2023-06-22,,2023-07-24,Fully Received,EXW,<Na>,4328.2,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,32.0,,0.0,1.0
PO001027,SUP0022,PRD0006,3972.0,,718.66,,JPY,0.814,2023-01-18,2023-01-28,2023-01-26,Fully Received,FOB,<Na>,19242.72,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,8.0,10.0,0.0,
PO001028,SUP0037,PRD0031,2224.0,0.0,2967.17,6598986.08,<NA>,,2024-11-14,2025-04-02,,Cancelled,EXW,Vancouver,7361.0,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,139.0,,0.0
PO001029,SUP0036,PRD0037,3135.0,0.0,2210.87,6931077.45,JPY,,2023-04-06,2023-06-09,,Open,EXW,<Na>,7727.47,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,64.0,,0.0
PO001030,SUP0008,PRD0038,3739.0,3739.0,2764.89,10337923.71,BRL,1.0438,2023-11-02,2023-12-20,2024-01-19,Fully Received,FCA,Santos,8180.92,David Park,Approved,,2026-06-24 00:14:16.766567,78.0,48.0,1.0,1.0
PO001031,SUP0026,PRD0021,3072.0,0.0,,2837944.32,BRL,1.2969,2022-08-03,2022-10-01,,Open,EXW,<Na>,4727.42,James Chen,Approved,,2026-06-24 00:14:16.766567,,59.0,,0.0
PO001032,SUP0008,PRD0009,1251.0,1251.0,519.51,649907.01,USD,1.2313,2022-12-17,2023-03-11,2023-03-21,Fully Received,EXW,Yokohama,5076.99,Luca Ferretti,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,94.0,84.0,1.0,1.0
PO001033,SUP0029,PRD0002,2149.0,2149.0,,4541589.15,JPY,,2024-09-07,2024-11-08,2024-12-06,Fully Received,FOB,Hamburg,,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,90.0,62.0,1.0,1.0
PO001034,SUP0022,PRD0038,4307.0,4307.0,1404.37,6048621.59,BRL,0.7618,2022-07-07,2022-09-28,2022-10-06,Fully Received,CIF,Hamburg,30886.85,Priya Patel,Approved,,2026-06-24 00:14:16.766567,91.0,83.0,1.0,1.0
PO001035,SUP0023,PRD0022,3066.0,0.0,,4390052.1,NOK,1.2704,2024-08-07,2024-09-09,,Cancelled,EXW,Rotterdam,12433.84,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,,33.0,,0.0
PO001036,SUP0036,PRD0015,2747.0,2011.0,1889.73,5191088.31,<NA>,0.8145,2024-11-29,,2024-12-06,Partially Received,EXW,<Na>,10233.51,,Approved,,2026-06-24 00:14:16.766567,7.0,,0.0,0.7321
PO001037,SUP0031,PRD0013,4020.0,1448.0,995.99,4003879.8,NOK,0.8882,2022-09-04,,2022-10-05,Partially Received,FOB,Port Of La,11371.85,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,31.0,,0.0,0.3602
PO001038,SUP0026,PRD0011,913.0,913.0,2808.36,2564032.68,NOK,1.0,2024-09-06,2024-11-20,2024-11-18,Fully Received,EXW,Port Of Ny,3198.99,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,73.0,75.0,0.0,1.0
PO001039,SUP0017,PRD0002,334.0,334.0,966.82,322917.88,CAD,1.0,2024-12-24,,2025-03-24,Fully Received,EXW,Shanghai,1445.93,Anna Kowalski,Rejected,Force majeure clause active,2026-06-24 00:14:16.766567,90.0,,0.0,1.0
PO001040,SUP0001,PRD0005,-783.0,-185.0,1856.76,1453843.08,SEK,1.0,2023-07-29,,2023-08-13,Partially Received,FOB,Vancouver,5018.34,David Park,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,15.0,,0.0,
PO001041,SUP0012,PRD0033,-4737.0,-4737.0,2993.57,14180541.09,JPY,1.0,2022-08-18,,2022-12-05,Fully Received,FCA,<Na>,34600.96,Luca Ferretti,Pending,,2026-06-24 00:14:16.766567,109.0,,0.0,
PO001042,SUP0036,PRD0017,4574.0,4574.0,1258.91,5758254.34,BRL,1.0,2024-09-18,,2024-11-11,Fully Received,CIF,Santos,,,Approved,,2026-06-24 00:14:16.766567,54.0,,0.0,1.0
PO001043,SUP0024,PRD0022,2115.0,2115.0,2308.43,4882329.45,USD,1.0401,2022-12-20,2023-01-26,2023-01-25,Fully Received,DDP,Rotterdam,16486.13,Priya Patel,Approved,,2026-06-24 00:14:16.766567,36.0,37.0,0.0,1.0
PO001044,SUP0007,PRD0032,1259.0,0.0,111.19,139988.21,EUR,1.1368,2024-09-23,2024-10-12,,Cancelled,CIF,Shanghai,8352.39,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,,19.0,,0.0
PO001045,SUP0011,PRD0031,268.0,0.0,1619.43,434007.24,CAD,1.0,2022-07-13,2022-09-26,,Open,FCA,<Na>,578.2,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,75.0,,0.0
PO001046,SUP0019,PRD0014,899.0,899.0,2091.06,1879862.94,CAD,1.0502,2022-06-13,2022-09-06,2022-09-29,Fully Received,FOB,<Na>,6836.36,David Park,Approved,,2026-06-24 00:14:16.766567,108.0,85.0,1.0,1.0
PO001047,SUP0011,PRD0033,3231.0,1687.0,96.31,311177.61,JPY,1.0,2022-07-08,,2022-07-30,Partially Received,EXW,Rotterdam,,Maria Santos,Approved,TBD,2026-06-24 00:14:16.766567,22.0,,0.0,0.5221
PO001048,SUP0013,PRD0028,1513.0,906.0,1788.9,2706605.7,NOK,0.7748,2024-11-22,2025-02-06,2025-02-01,Partially Received,DDP,Hamburg,4769.92,James Chen,Pending,Expedited shipping requested,2026-06-24 00:14:16.766567,71.0,76.0,0.0,0.5988
PO001049,SUP0017,PRD0012,2253.0,1736.0,2327.59,5244060.27,CAD,1.0,,2022-08-01,2022-07-27,Partially Received,DAP,<Na>,6508.2,Priya Patel,Pending,Expedited shipping requested,2026-06-24 00:14:16.766567,,,0.0,0.7705
PO001050,SUP0013,PRD0016,2693.0,2693.0,1211.07,3261411.51,EUR,1.0,2023-12-31,2024-01-09,2024-02-04,Fully Received,FCA,Rotterdam,18208.96,Priya Patel,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,35.0,9.0,1.0,1.0
PO001051,SUP0036,PRD0017,0.0,0.0,1587.75,0.0,SEK,1.0,2023-06-22,2023-08-23,,Open,EXW,Vancouver,,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,,62.0,,
PO001053,SUP0006,PRD0023,4841.0,4841.0,1868.6,9045892.6,USD,1.1013,2022-02-03,2022-04-21,2022-05-18,Fully Received,FCA,Santos,,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,104.0,77.0,1.0,1.0
PO001054,SUP0034,PRD0011,1283.0,253.0,2827.41,3627567.03,EUR,1.0,2022-02-06,2022-02-18,2022-02-24,Partially Received,FCA,Yokohama,8336.72,,Approved,,2026-06-24 00:14:16.766567,18.0,12.0,1.0,0.1972
PO001055,SUP0022,PRD0016,3387.0,2982.0,1083.04,3668256.48,NOK,1.0,2022-01-25,2022-02-04,2022-02-05,Partially Received,FCA,Santos,24950.38,David Park,Approved,,2026-06-24 00:14:16.766567,11.0,10.0,1.0,0.8804
PO001056,SUP0013,PRD0003,3087.0,3087.0,820.32,2532327.84,EUR,1.1203,2023-02-25,2023-04-23,2023-02-19,Fully Received,FCA,<Na>,15899.73,Priya Patel,Approved,,2026-06-24 00:14:16.766567,-6.0,57.0,0.0,1.0
PO001057,SUP0003,PRD0019,392.0,201.0,236.32,92637.44,JPY,0.8267,2022-08-24,2022-11-17,2022-11-16,Partially Received,DDP,Hamburg,1897.79,David Park,Approved,,2026-06-24 00:14:16.766567,84.0,85.0,0.0,0.5128
PO001058,SUP0011,PRD0022,1908.0,883.0,171.02,326306.16,CAD,1.3092,2023-05-04,2023-07-10,2023-07-05,Partially Received,CIF,<Na>,6870.77,Luca Ferretti,Pending,Force majeure clause active,2026-06-24 00:14:16.766567,62.0,67.0,0.0,0.4628
PO001059,SUP0013,PRD0031,3906.0,3906.0,2161.31,8442076.86,SEK,0.7938,2022-06-21,2022-08-14,2022-08-11,Fully Received,EXW,Rotterdam,29973.93,,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,51.0,54.0,0.0,1.0
PO001060,SUP0003,PRD0011,3085.0,3085.0,2476.0,7638460.0,CAD,1.0,2023-02-28,2023-04-21,2023-05-08,Fully Received,DDP,Yokohama,12233.6,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,69.0,52.0,1.0,1.0
PO001061,SUP0013,PRD0018,3605.0,3605.0,2203.33,7943004.65,BRL,,2022-01-12,2022-04-08,2022-04-25,Fully Received,FOB,Santos,16006.38,Priya Patel,Pending,,2026-06-24 00:14:16.766567,103.0,86.0,1.0,1.0
PO001062,SUP0005,PRD0006,2973.0,0.0,1631.72,4851103.56,NOK,1.0,2022-03-31,2022-04-18,,Open,CIF,Port Of La,19252.86,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,18.0,,0.0
PO001063,SUP0026,PRD0006,4738.0,4738.0,432.83,2050748.54,NOK,1.0139,2022-12-10,2023-02-04,2023-01-31,Fully Received,DAP,Vancouver,15987.08,David Park,Pending,Expedited shipping requested,2026-06-24 00:14:16.766567,52.0,56.0,0.0,1.0
PO001064,SUP0004,PRD0034,340.0,340.0,2936.04,998253.6,JPY,0.8793,2023-11-19,2023-12-05,2023-11-10,Fully Received,EXW,Shanghai,1508.13,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,-9.0,16.0,0.0,1.0
PO001065,SUP0022,PRD0022,1986.0,1986.0,902.22,1791808.92,SEK,1.0,2024-03-05,2024-05-09,2024-05-28,Fully Received,FCA,Vancouver,15264.81,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,84.0,65.0,1.0,1.0
PO001066,SUP0009,PRD0026,529.0,529.0,1482.26,784115.54,NOK,1.0,2023-12-28,2024-03-02,2024-03-02,Fully Received,FOB,Yokohama,2421.3,David Park,Approved,TBD,2026-06-24 00:14:16.766567,65.0,65.0,0.0,1.0
PO001067,SUP0040,PRD0016,4980.0,4980.0,2676.89,13330912.2,BRL,1.0698,2022-03-13,2022-03-28,2022-04-10,Fully Received,DAP,Yokohama,19656.81,,Approved,,2026-06-24 00:14:16.766567,28.0,15.0,1.0,1.0
PO001068,SUP0025,PRD0031,2054.0,0.0,1399.05,2873648.7,JPY,0.7674,2024-01-24,2024-03-17,,Cancelled,FOB,<Na>,13229.65,Luca Ferretti,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,,53.0,,0.0
PO001069,SUP0031,PRD0025,4688.0,4688.0,1257.35,5894456.8,BRL,0.9856,2023-01-16,2023-01-26,2023-02-10,Open,<NA>,Rotterdam,26737.0,Maria Santos,Approved,,2026-06-24 00:14:16.766567,25.0,10.0,1.0,1.0
PO001070,SUP0014,PRD0027,-1732.0,-302.0,336.41,582662.12,EUR,1.2181,2024-06-28,2024-09-14,2024-09-24,Partially Received,CIF,Port Of Ny,4986.15,James Chen,Pending,,2026-06-24 00:14:16.766567,88.0,78.0,1.0,
PO001071,SUP0038,PRD0040,908.0,908.0,474.12,430500.96,USD,1.0,2024-05-25,2024-08-10,2024-08-16,Fully Received,EXW,Port Of Ny,1194.22,Robert Kleinman,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,83.0,77.0,1.0,1.0
PO001072,SUP0014,PRD0007,4647.0,4647.0,1083.57,5035349.79,USD,1.0,2022-04-27,2022-06-11,2022-04-21,Fully Received,FCA,Hamburg,7415.57,Anna Kowalski,Pending,TBD,2026-06-24 00:14:16.766567,-6.0,45.0,0.0,1.0
PO001073,SUP0036,PRD0019,2250.0,0.0,,925177.5,SEK,1.3021,2024-08-10,2024-10-14,,Open,CIF,Santos,14962.16,David Park,Approved,,2026-06-24 00:14:16.766567,,65.0,,0.0
PO001074,SUP0014,PRD0034,3525.0,544.0,,9435931.5,CAD,1.0118,2024-03-22,2024-06-20,2024-06-23,Partially Received,FOB,Port Of La,23552.29,James Chen,Approved,,2026-06-24 00:14:16.766567,93.0,90.0,1.0,0.1543
PO001075,SUP0014,PRD0020,4916.0,4916.0,1355.07,6661524.12,BRL,1.0,2024-11-29,2024-12-23,2024-12-28,Fully Received,DAP,Yokohama,34277.81,Luca Ferretti,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,29.0,24.0,1.0,1.0
PO001076,SUP0012,PRD0009,2868.0,2868.0,,1183308.12,JPY,0.9694,2024-09-08,2024-08-11,2024-12-01,Fully Received,FCA,Shanghai,9054.94,James Chen,Approved,,2026-06-24 00:14:16.766567,84.0,-28.0,1.0,1.0
PO001077,SUP0016,PRD0019,678.0,678.0,,581032.44,NOK,1.0,2023-11-29,2024-02-08,2024-02-18,Fully Received,EXW,<Na>,1943.64,David Park,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,81.0,71.0,1.0,1.0
