OrderID,CustomerID,ProductID,Division,OrderedQty,UnitPrice_USD,LineTotal_USD,DiscountPct,OrderDate,RequestedDeliveryDate,Status,SalesChannel,SalesRepID,POReference,SpecialInstructions,IsRush,SourceSystem
SO0004388,CUST00024,PRD0009,Central National,84,2906.51,244146.84,17.2,05-19-2024,2024-05-31,Shipped,Inside Sales,REP031,CUST-PO-89114,,0,Web Portal
   SO0004389 ,CUST00032,PRD0001,North American Distribution,1546,0.0,0.0,20.0,2022-04-16,04/19/22,Delivered,E-Commerce,REP037,CUST-PO-56174,N/A,1,CRM
SO0004390,CUST00034,PRD0007,North American Distribution,777,2930.12,2276703.24,15.5,2024-04-17,05/15/24, Cancelled  ,Agent,REP028,CUST-PO-73246,,0,Web Portal
SO0004391,CUST00026,PRD0030,north american distribution,770,140.21,"$107,961.70",7.5,2023/09/06,29-Sep-2023,Delivered,Agent,,CUST-PO-71293,,0,CRM
SO0004392,CUST00051,PRD0006,Central National,1476,128.36,189459.36,15.8,2022-04-22,2022-04-29,Delivered,Inside Sales,REP025,CUST-PO-58021,,0,EDI
SO0004393,CUST00024,PRD0025,Lindenmeyr Publications,1793,1884.2,3378370.6,0.5,2024-06-30,2024-06-22,Delivered,Inside Sales,REP038,CUST-PO-50057,,Yes,CRM
SO0004394,CUST00022,PRD0027,Central National,5,2127.87,10639.35,16.8,2023-04-29,11-May-2023,  Shipped,Broker,REP007,CUST-PO-35848,,1,SQL_Server_Sales
SO0004395,CUST00053,PRD0006,Lindenmeyr Publications,1761,1995.42,3513934.62,14.9,2024-11-29,2024-11-17,Delivered,Inside Sales,REP022,CUST-PO-76711,,1,EDI
SO0004396,CUST00030,PRD0024,North American Distribution,479,466.39,223400.81,19.9,30 March 2022,03 April 2022,Processing,Agent,REP036,CUST-PO-99931,TBC,1,CRM
SO0004397,CUST00006,PRD0015,North American Distribution,1787,384.3,686744.1,13.6,2023-12-24,2024-01-09,Delivered,E-Commerce,REP002,CUST-PO-18051,,1,SQL_Server_Sales
SO0004398,CUST00032,PRD0027,Lindenmeyr Publications,89,1563.4,139142.6,11.1,2022-08-16,2022-09-06,Delivered,Inside Sales,REP019,CUST-PO-23162,,0,CRM
SO0004399,  CUST99326,PRD0031,Central National,452,2598.41 USD,1174481.32,15.2,2024-04-13,2024-04-22,Delivered,Direct Sales,REP031,CUST-PO-19828,,0,CRM
 SO0004400  ,CUST00022,PRD0026,North American Distribution,218,3083.34,672168.12,13.7,2022-08-19,2022-08-23,Cancelled,Direct Sales,REP033,CUST-PO-55175,,0,
SO0004401,CUST00030,PRD0030,North American Distribution,-1447,2636.94,3815652.18,11.3,2022-05-21,12-Jun-2022,  CANCELLED ,Direct Sales,REP009,CUST-PO-95683,,0,Web Portal
SO0004402,CUST00019,PRD0017,,267,2662.97,711012.99,2.6,2024-04-30,2024-05-28,CANCELLED,E-Commerce,REP001,CUST-PO-74568,Call before delivery,0,EDI
SO0004403,CUST00037,PRD0003,Lindenmeyr Publications,1492,1522.26,2271211.92,6.5,2022-09-17,2022-10-02,Delivered,Direct Sales,REP004,CUST-PO-94649,Requires lift gate,0,EDI
SO0004404,CUST00070,PRD0020,Lindenmeyr Publications,590,"$1,661.15",980078.5 USD,8.3,2022-06-16,2022-06-25,Delivered,Agent,REP017,CUST-PO-70972,Deliver to dock B,0,SQL_Server_Sales
SO0004405,CUST00010,PRD0038,North American Distribution,1329,2094.28,2783298.12,11.3,2023-08-15,2023-08-27,Delivered,Broker,REP012,CUST-PO-69576,Fragile - handle with care,1,EDI
   SO0004406  ,CUST00065,PRD0040,North American Distribution,1794,882.8,1583743.2,,2024-04-27,2024-05-24,Delivered,Broker,REP035,CUST-PO-10787,,1,CRM
SO0004407,CUST00039,PRD0004,Lindenmeyr Publications,191,3137.37,599237.67,5.3,2023-09-10,2023-09-30,On Hold,direct sales,REP015,CUST-PO-83651,Requires lift gate,1,Web Portal
SO0004408,CUST00056,PRD0024,Lindenmeyr Publications,1607,2101.38,3376917.66,9.9,2022-02-20,2022-03-08,Delivered,Broker,REP026,CUST-PO-64538,,0,CRM
SO0004409,CUST00043,PRD0019,Central National,1730,685.92,1186641.6,17.1,2024-09-10,2024-09-21,On Hold,Broker,REP022,CUST-PO-20850,,TRUE,Web Portal
SO0004410,CUST00039,PRD0020,Lindenmeyr Publications,392,1517.77,594965.84,2.0,17-Feb-2024,2024-02-22,Delivered,Agent,REP010,CUST-PO-39742,Deliver to dock B,0,SQL_Server_Sales
SO0004411,CUST00045,PRD0002,North American Distribution,723,1874.02,1354916.46,6.8,2024-12-13,2024-12-31,Delivered,Broker,REP009,,Fragile - handle with care,0,EDI
SO0004412,CUST00004,PRD0037,North American Distribution,603,2161.68,1303493.04,10.9,11-08-2024,07-Dec-2024,Delivered,Direct Sales,REP032,CUST-PO-15496,,1,SQL_Server_Sales
SO0004413,CUST00029,PRD0004,Central National,545,855.2,466084.0,4.1,06-22-2023,2023-07-04,confirmed,E-COMMERCE,REP025,CUST-PO-83885,,0,CRM
SO0004414,   CUST00006 ,PRD0015,Central National,790,842.96,665938.4,,11/06/22,2022-12-05,Shipped,E-Commerce,REP015,CUST-PO-61921,,0,CRM
SO0004415,CUST00011,PRD0032,Lindenmeyr Publications,7,1714.92,12004.44,6.3,2024-12-11,2025-01-04,Delivered,direct sales,REP020,CUST-PO-20856,,0,SQL_Server_Sales
SO0004416,CUST00036,PRD0024,central national,1199,834.57,1000649.43,5.2,07-03-2024,2024-07-06,Delivered,E-Commerce,REP012,CUST-PO-91633,,1,Web Portal
SO0004417,CUST00024,PRD0026,Lindenmeyr Publications,873,2111.19,1843068.87,6.1,07-25-2022,2022-08-13,Delivered,E-Commerce,REP036,CUST-PO-41068,Deliver to dock B,0,EDI
SO0004418,CUST00045,PRD0003,North American Distribution,332,2451.99 USD,814060.68,19.5,05 February 2023,2023-02-27,Shipped,Broker,REP017,CUST-PO-24555,,0,EDI
SO0004419,CUST00016,PRD0028,LINDENMEYR PUBLICATIONS,180,1829.36,329284.8,15.4,2022/01/28,2022-02-04,Delivered,Direct Sales,REP033,CUST-PO-43521,,No,CRM
SO0004420,CUST00051,PRD0024,Central National,185,1209.67,223788.95,17.5,2022-11-22,2022/12/18,   Cancelled,e-commerce,REP012,CUST-PO-38116,Requires lift gate,0,Web Portal
SO0004421,CUST00044,PRD0023,,400,3104.13,1241652.0,12.5,2024-09-02,2024-08-25,Shipped,E-Commerce,REP031,CUST-PO-65136,Fragile - handle with care,1,CRM
   SO0004422 ,CUST00039,PRD0020,Central National,808,1661.89,1342807.12,,2022-06-07,2022-06-22,Delivered,Agent,REP019,CUST-PO-90103,,0,EDI
SO0004423,CUST00039,PRD0011,Central National,687,3055.41,2099066.67,17.8,2022-07-01,2022-07-23,Delivered,Inside Sales,REP004,CUST-PO-29575,,0,EDI
SO0004424,CUST99136,,Lindenmeyr Publications,212,2329.02,493752.24,9.8,03-04-2023,2023-03-18,Delivered,Agent,REP030,CUST-PO-60449,,0,EDI
SO0004425,CUST00005,PRD0004,Lindenmeyr Publications,1196,517.55,618989.8,10.3,2024-02-01,2024-02-17,Cancelled,Direct Sales,,CUST-PO-63014,Requires lift gate,0,CRM
SO0004426,CUST00017,PRD0010,Central National,1334,830.03,1107260.02,1.5,04-08-2022,2022-04-30,Delivered,Broker,REP033,,,1,CRM
SO0004427,CUST00016,PRD0025,Central National,1733,409.05,708883.65,,2023-09-02,2023-09-19,Delivered,Broker,REP034,CUST-PO-27179,,0,SQL_Server_Sales
SO0004428,CUST00018,PRD0008,Central National,1101,679.72,748371.72,19.7,2022-08-13,23-Aug-2022,Shipped,Direct Sales,,CUST-PO-70295,,1,SQL_Server_Sales
SO0004429,CUST00033,PRD0015,Central National,1178,$750.24,883782.72,4.4,2023-07-30,2023-08-26,Confirmed,BROKER,REP001,CUST-PO-29842,,0,Web Portal
SO0004430,CUST00059,PRD0034,North American Distribution,1195,1539.45,1839642.75,4.6,2022-11-24,2022-12-23,Delivered,direct sales,REP031,CUST-PO-16248,TBC,0,Web Portal
SO0004431,CUST00056,PRD0025,North American Distribution,1374,360.51,495340.74,12.2,2022-03-16,2022/04/02,Confirmed,Direct Sales,REP005,CUST-PO-47259,TBC,0,EDI
SO0004432,CUST00030,PRD0025,North American Distribution,1684,2503.52,4215927.68,8.8,2024/07/19,2024-08-07,Delivered,Direct Sales,REP004,CUST-PO-56432,,0,EDI
SO0004433,CUST00052,PRD0022,Central National,380,1134.0,430920.0,0.6,2023-02-08,2023-02-25,Shipped,BROKER,REP005,CUST-PO-93192,,0,SQL_Server_Sales
SO0004434,CUST00013,PRD0037,North American Distribution,1474,1782.3,2627110.2 USD,10.2,2022-06-18,01/07/2022,Delivered,Inside Sales,REP004,CUST-PO-32909,,0,EDI
SO0004435,CUST00060,PRD0023,North American Distribution,786,"$1,009.35",793349.1,11.8,2024-03-05,2024/03/28,Delivered,Broker,REP007,CUST-PO-69340,Fragile - handle with care,0,CRM
SO0004436,CUST00049,PRD0003,Central National,228,3066.61,699187.08,15.1,2023-10-09,19/10/2023,Confirmed,AGENT,REP009,CUST-PO-92391,,0,SQL_Server_Sales
SO0004437,CUST00021,PRD0004,north american distribution,128,1768.76,226401.28,12.2,2024-05-22,2024/06/10,Processing,,REP037,CUST-PO-15732,,0,Web Portal
SO0004438,CUST00027,PRD0015,North American Distribution,-433,612.84,265359.72,18.4,2023-11-07,2023-11-14,Delivered,AGENT,REP038,CUST-PO-66579,,0,CRM
SO0004439,CUST00059,PRD0009,Lindenmeyr Publications,1639,444.86,729125.54,10.1,2023-11-05,2023-12-05,Delivered,Agent,REP007,CUST-PO-18752,,0,SQL_Server_Sales
SO0004440,CUST00057,PRD0024,Central National,625,936.52,585325.0,19.4,21-Dec-2022,2022-12-28,Confirmed,Agent,REP014,CUST-PO-42846,,0,CRM
SO0004441,CUST00055,PRD0029,Central National,237,2175.81,515666.97,13.9,2024-01-16,2024-01-27,Delivered,E-Commerce,REP002,CUST-PO-13426,,0,SQL_Server_Sales
SO0004442,CUST00004,PRD0004,central national,152,2435.89 USD,370255.28,18.4,24 June 2024,2024-07-22,Delivered,Agent,REP008,CUST-PO-70965,Call before delivery,No,EDI
SO0004443,CUST00026,PRD0012,Lindenmeyr Publications,1380,2922.63,4033229.4,17.8,2023-08-20,2023-08-31,Delivered,AGENT,REP017,CUST-PO-10632,,0,CRM
SO0004444,CUST00015,PRD0027,Central National,700,1677.53,1174271.0,7.1,2022-01-11,2022-01-23,Confirmed,Direct Sales,REP018,,,0,EDI
  SO0004445,CUST00033,PRD0003,North American Distribution,1174,710.83,834514.42,10.6,2024-03-10,03/04/2024,Delivered,Direct Sales,,CUST-PO-26526,,TRUE,
SO0004446,CUST00020,PRD0020,Lindenmeyr Publications,1387,$171.52,237898.24,1.1,2023-01-30,2023-02-09,Delivered,E-Commerce,REP029,CUST-PO-53657,,0,EDI
SO0004447,CUST00061,PRD0019,Central National,884,3115.16,2753801.44,10.3,2022-01-25,13/02/2022,Cancelled,Agent,REP016,,TBC,0,Web Portal
SO0004448,CUST00016,PRD0015,CENTRAL NATIONAL,1684,947.63,1595808.92,6.2,2024-01-04,2024/01/19,Delivered,Broker,REP008,CUST-PO-34968,,0,Web Portal
SO0004449,CUST00040,PRD0015,lindenmeyr publications,1396,2661.31,3715188.76,14.0,2024-02-22,2024-03-22,Processing,Inside Sales,REP008,CUST-PO-70259,Deliver to dock B,0,Web Portal
SO0004450,CUST00039,PRD0014,Central National,-900,3098.49,2788641.0,2.8,2024-04-05,2024-04-09,Delivered,broker,REP036,CUST-PO-69067,Requires lift gate,0,EDI
SO0004451,CUST00023,PRD0024,Central National,1982,1762.57,3493413.74,16.5,01 September 2022,2022-08-27,Delivered,Direct Sales,REP008,CUST-PO-99875,Fragile - handle with care,0,Web Portal
SO0004452,CUST00068,PRD0004,Lindenmeyr Publications,947,720.03,681868.41,17.4,2023/08/09,2023-08-30,Delivered,E-Commerce,REP002,,Fragile - handle with care,1,SQL_Server_Sales
SO0004453,CUST99549,PRD0036,Central National,1851,1728.43,3199323.93,5.2,2023-08-20,2023-09-15,delivered,E-Commerce,REP024,CUST-PO-89441,Requires lift gate,1,Web Portal
SO0004454,CUST00010,PRD0013,,237,2448.97,580405.89,17.7,2024-01-24,2024-02-04,Delivered,Agent,REP014,CUST-PO-68413,,0,Web Portal
SO0004455,CUST00011,PRD0009,Central National,759,804.71,610774.89,4.5,11-19-2022,2022-12-04,Delivered,Agent,REP003,CUST-PO-49518,,Yes,EDI
SO0004456,CUST99078,PRD0004,Lindenmeyr Publications,613,1390.22,852204.86,17.6,2024-08-28,2024-09-01,Delivered,Direct Sales,REP038,CUST-PO-65650,,Yes,Web Portal
SO0004457,CUST00029,PRD0017,Lindenmeyr Publications,1282,580.78,744559.96,8.1,08-20-2023,2023-09-11,Delivered,Agent,REP016,CUST-PO-45788,,Yes,EDI
SO0004458,CUST00070,PRD0011,North American Distribution,1364,1420.44,1937480.16,17.8,21 July 2022,07-31-2022,Delivered,Agent,REP033,CUST-PO-29769,,0,SQL_Server_Sales
SO0004459,CUST00038,,Lindenmeyr Publications,1672,3195.6,5343043.2,15.0,2023-11-20,01 December 2023,Delivered,Inside Sales,,CUST-PO-23404,,0,Web Portal
SO0004460,CUST00031,PRD0040,Central National,497,684.43,"$340,161.71",18.5,2024-10-29,2024-11-07,Shipped,Broker,REP017,CUST-PO-40151,N/A,Yes,Web Portal
SO0004461,CUST00015,PRD0024,North American Distribution,955,738.44,705210.2,10.6,03-Oct-2024,2024/10/22,Processing,Inside Sales,REP031,CUST-PO-43394,Fragile - handle with care,TRUE,Web Portal
SO0004462,CUST00007,PRD0027,North American Distribution,1249,945.82 USD,1181329.18,13.1,2024-04-29,2024-05-19,Shipped,Inside Sales,REP002,CUST-PO-87507,,0,CRM
SO0004463,CUST00024,PRD0019,Central National,370,926.18,342686.6,12.3,2022-02-20,03-06-2022,Delivered,Broker,REP011,,Requires lift gate,0,SQL_Server_Sales
SO0004464,CUST00011,PRD0014,Central National,710,88.75,63012.5,18.5,2024-04-03,2024-05-01,Delivered,,REP031,,,1,SQL_Server_Sales
SO0004465,CUST00003,PRD0034,North American Distribution,659,3062.92 USD,2018464.28 USD,17.8,2022-12-24,2023-01-22,Delivered,Inside Sales,REP024,CUST-PO-71746,,0,SQL_Server_Sales
SO0004466,CUST00049,PRD0015,Central National,1489,2949.64,4392013.96,14.7,2024-09-20,23 September 2024,Delivered,Agent,REP007,CUST-PO-37895,Fragile - handle with care,TRUE,EDI
  SO0004467 ,CUST00064,PRD0027,Lindenmeyr Publications,683,2223.13,1518397.79,15.8,18/09/2022,2022-10-07,Delivered,E-Commerce,REP027,,,No,
SO0004468,CUST00055,PRD0035,Central National,1259,1908.37,2402637.83,,2023-03-23,2023-04-11,Delivered,E-Commerce,REP017,CUST-PO-85977,,0,SQL_Server_Sales
SO0004469,CUST00058,PRD0019,Central National,1507,52.51,79132.57 USD,7.3,2022-10-09,2022-10-26,delivered,Broker,REP022,CUST-PO-97664,,0,EDI
SO0004470,CUST00041,PRD0009,Lindenmeyr Publications,952,3116.97,2967355.44,8.5,10/13/23,2023-11-08,Confirmed,Broker,,CUST-PO-85032,,0,EDI
SO0004471,CUST00056,PRD0018,central national,487,1524.06,742217.22 USD,8.6,2024-11-26,2024-12-21,Delivered,E-Commerce,REP033,CUST-PO-96665,,0,EDI
SO0004472,CUST00041,PRD0005,North American Distribution,1370,2582.08,3537449.6,4.5,2023/03/04,2023-03-15,Delivered,Direct Sales,REP014,CUST-PO-54449,,No,CRM
SO0004473,CUST00037,,Central National,1012,3017.08,3053284.96,9.4,2023-09-21,2023/10/02,shipped,E-Commerce,REP024,CUST-PO-75727,,0,SQL_Server_Sales
SO0004474,CUST00003,PRD0033,North American Distribution,1551,1180.57,1831064.07,19.8,2024-07-13,2024/07/23,Delivered,E-Commerce,REP005,CUST-PO-89205,,0,CRM
SO0004475,CUST00018,PRD0035,North American Distribution,58,2063.28,119670.24,8.6,22 June 2023,04/07/2023,Delivered,Agent,REP007,CUST-PO-29961,TBC,0,SQL_Server_Sales
SO0004476,CUST00017,PRD0019,Lindenmeyr Publications,548,1986.91,1088826.68,14.7,2023-11-18,2023-12-14,Delivered,Direct Sales,REP029,CUST-PO-28385,,1,Web Portal
SO0004477,CUST00062,PRD0033,North American Distribution,149,2834.13 USD,422285.37,6.9,2023-09-30,11 October 2023,Delivered,Broker,REP003,CUST-PO-23669,Fragile - handle with care,0,CRM
SO0004478,CUST99372,PRD0032,Lindenmeyr Publications,163,2871.91,468121.33,0.0,2022-02-13,2022-02-22,Delivered,Agent,REP013,,,0,CRM
SO0004479,   CUST00023  ,PRD0032,North American Distribution,826,809.87,668952.62,5.7,2023-04-05,2023-04-13,Cancelled,Inside Sales,,CUST-PO-63257,,0,Web Portal
SO0004480,CUST00065,PRD0003,North American Distribution,1512,812.85,1229029.2,3.7,2023-09-16,09-21-2023,On Hold,Inside Sales,,CUST-PO-50175,,No,CRM
SO0004481,   CUST00055,PRD0016,North American Distribution,6,533.39,3200.34,4.7,2022-11-16,12/12/22,Shipped,Inside Sales,REP030,CUST-PO-55004,Deliver to dock B,No,
SO0004482,CUST00044,PRD0021,North American Distribution,657,1182.9,777165.3,10.9,21/11/2023,2023-12-03,confirmed,Broker,REP019,CUST-PO-40598,Deliver to dock B,0,Web Portal
SO0004483,CUST00069,PRD0012,Central National,1276,2292.38,2925076.88,,08/08/22,2022-08-19,Partially Shipped,E-Commerce,REP018,CUST-PO-86655,Fragile - handle with care,0,CRM
SO0004484,CUST00042,PRD0021,North American Distribution,1451,1313.06,1905250.06,8.4,30/01/2022,2022-01-26,Processing,,REP038,CUST-PO-27156,,0,SQL_Server_Sales
SO0004485,CUST00029,PRD0005,North American Distribution,1025,2982.87,3057441.75 USD,9.1,2023-09-18,2023-10-16,confirmed,Broker,REP024,CUST-PO-76298,Fragile - handle with care,0,SQL_Server_Sales
SO0004486,CUST00020,PRD0032,Central National,1646,371.51,611505.46,9.2,2023-11-14,2023-11-24,Cancelled,Agent,REP039,CUST-PO-28265,Call before delivery,0,
SO0004487,CUST00041,PRD0039,Lindenmeyr Publications,953,80.68,76888.04,19.6,2023-10-17,2023-10-10,DELIVERED,E-Commerce,REP035,CUST-PO-45389,Requires lift gate,0,Web Portal
SO0004488,CUST00057,PRD0035,Lindenmeyr Publications,217,2608.25,565990.25,17.9,2023-10-16,2023/10/21,Delivered,Inside Sales,REP013,CUST-PO-57239,Fragile - handle with care,0,Web Portal
SO0004489,CUST00024,PRD0016,Central National,703,1375.68,967103.04,14.8,11-Sep-2023,2023-10-07,Cancelled,E-COMMERCE,REP034,CUST-PO-64509,,No,CRM
SO0004490,CUST00060,PRD0004,North American Distribution,1429,2420.23,3458508.67,2.9,2024-03-20,2024-04-03,Delivered,Agent,REP005,CUST-PO-40582,,0,CRM
SO0004491,CUST00003,PRD0018,Lindenmeyr Publications,1127,1036.27 USD,"$1,167,876.29",14.7,2022-12-06,19/12/2022,Delivered,Agent,REP036,CUST-PO-61820,,0,Web Portal
SO0004492,CUST00040,PRD0034,North American Distribution,1784,2905.55,5183501.2,16.0,2022-01-10,2022-02-09,Delivered,DIRECT SALES,REP025,,,0,CRM
SO0004493,CUST00047,PRD0005,North American Distribution,1111,850.67,945094.37 USD,19.2,2024-11-04,2024-11-09,Processing,agent,REP020,CUST-PO-59470,,0,SQL_Server_Sales
SO0004494,CUST00057,PRD0022,North American Distribution,0,1014.09,0.0,4.4,01/04/2024,2024-04-06,   Delivered,E-Commerce,REP017,CUST-PO-12001,Fragile - handle with care,0,
SO0004495,CUST00021,PRD0026,Lindenmeyr Publications,483,1337.57,646046.31,10.1,2022-10-21,16-Nov-2022,Shipped,Inside Sales,,CUST-PO-44311,,0,Web Portal
SO0004496,CUST00048,PRD0031,,882,551.73,486625.86,11.0,2022-06-10,2022-06-18,Delivered,Agent,REP024,CUST-PO-21302,,0,SQL_Server_Sales
SO0004497,CUST00050,PRD0022,Central National,1820,2548.64,4638524.8,8.7,2022-01-17,2022-01-22,Delivered,Agent,REP030,CUST-PO-47644,Fragile - handle with care,0,SQL_Server_Sales
SO0004498,CUST00013,PRD0039,Lindenmeyr Publications,1858,2838.47,5273877.26,7.6,2024-03-15,2024-04-03,Delivered,Inside Sales,REP032,,,0,EDI
SO0004499,CUST00018,PRD0038,North American Distribution,597,3067.46,1831273.62,0.8,2022-12-24,2023-01-19,  Delivered,e-commerce,REP012,CUST-PO-12663,Deliver to dock B,0,SQL_Server_Sales
SO0004500,CUST00019,PRD0003,Central National,1177,236.53,278395.81,6.1,2024-10-07,03 November 2024,Delivered,Inside Sales,REP034,CUST-PO-41726,,0,
SO0004501,CUST00039,PRD0039,Lindenmeyr Publications,1937,2682.23,5195479.51,10.7,2024-10-16,2024-11-13,Delivered,Broker,REP028,CUST-PO-76098,,0,SQL_Server_Sales
SO0004502,CUST00043,PRD0019,North American Distribution,1424,1142.94,1627546.56,9.6,11-17-2022,2022-12-16,Delivered,Broker,REP033,,,1,Web Portal
SO0004503,CUST00059,PRD0002,Central National,1562,2989.0 USD,4668818.0,15.2,2022-08-15,09-Sep-2022,Confirmed,Inside Sales,,,,1,EDI
SO0004504,CUST00040,PRD0002,Central National,343,2208.92,757659.56,17.4,12/16/23,2024-01-14,Delivered,Agent,REP025,CUST-PO-22620,,Yes,CRM
SO0004505,CUST00031,PRD0012,Central National,654,1862.15,1217846.1,10.0,2023-07-28,2023-08-07,Delivered,,REP032,CUST-PO-25483,,0,Web Portal
SO0004506,CUST00044,PRD0004,Lindenmeyr Publications,1190,1805.47,2148509.3,16.9,10-Oct-2022,2022-10-23,Partially Shipped,Inside Sales,REP009,CUST-PO-61680,,0,EDI
SO0004507,CUST00063,PRD0003,North American Distribution,1515,1804.9,"$2,734,423.50",2.1,2022-09-15,2022-10-03,Shipped,E-Commerce,REP032,CUST-PO-63728,,0,CRM
SO0004508,CUST99831,PRD0018,North American Distribution,521,793.09,413199.89,13.6,2023-11-26,2023-12-10,   Processing  ,Direct Sales,REP009,CUST-PO-47507,,0,EDI
SO0004509,CUST00054,PRD0030,Lindenmeyr Publications,1297,3038.64,3941116.08,19.2,2023-12-19,2024-01-01,Processing,Inside Sales,REP005,CUST-PO-90454,,TRUE,EDI
SO0004510,CUST00035,PRD0039,North American Distribution,1377,"$2,024.05",2787116.85,11.3,2023-06-10,2023-06-24,Cancelled,Broker,REP022,CUST-PO-63122,,Yes,EDI
SO0004511,CUST00047,PRD0028,Central National,48,2440.27,"$117,132.96",6.9,2022-03-30,04/21/22,confirmed,,REP033,CUST-PO-95601,,No,CRM
SO0004512,CUST00020,PRD0035,North American Distribution,1387,859.47,1192084.89,11.3,2023-07-07,2023-07-23,Delivered,Direct Sales,REP015,CUST-PO-47047,,Yes,EDI
SO0004513,CUST00019,PRD0013,Lindenmeyr Publications,1663,1907.6,3172338.8,4.3,13 June 2023,2023-06-29,   Delivered,Inside Sales,REP009,CUST-PO-34895,,TRUE,CRM
SO0004514,CUST00066,PRD0010,Lindenmeyr Publications,36,2397.31,86303.16,10.9,2023-06-01,2023-06-30,Delivered,Agent,REP023,CUST-PO-73645,,0,CRM
SO0004515,CUST00010,PRD0024,Lindenmeyr Publications,1594,3066.68,4888287.92,4.2,2023-06-20,2023-07-04,Processing,E-Commerce,REP033,CUST-PO-86522,Deliver to dock B,1,SQL_Server_Sales
SO0004516,CUST00011,PRD0013,North American Distribution,1568,2139.34,3354485.12,9.4,2022-11-17,2022-12-06,Delivered,Agent,REP037,CUST-PO-91953,,0,SQL_Server_Sales
   SO0004517  ,CUST00039,PRD0039,North American Distribution,577,2826.22,1630728.94,13.9,2024-10-20,2024-11-13,Deliverd,Inside Sales,REP038,CUST-PO-68330,,Yes,SQL_Server_Sales
SO0004518,CUST00012,PRD0026,North American Distribution,1226,36.7,44994.2,17.5,2024-05-04,2024-05-11,Shipped,Agent,REP003,,N/A,0,EDI
SO0004519,CUST00040,PRD0031,NORTH AMERICAN DISTRIBUTION,1794,2456.72,4407355.68,3.5,2023-05-11,23-May-2023,Delivered,E-Commerce,REP017,CUST-PO-36660,,0,EDI
SO0004520,CUST00069,PRD0028,Central National,1559,1702.03,2653464.77,9.9,2024-04-28,2024-05-13,Delivered,Broker,REP018,CUST-PO-35545,TBC,0,Web Portal
SO0004521,CUST00065,PRD0007,Central National,1801,277.7,500137.7,6.3,18-Apr-2023,2023-05-08,Delivered,Direct Sales,REP038,CUST-PO-33907,Requires lift gate,1,SQL_Server_Sales
SO0004522,CUST00017,PRD0005,Central National,511,1261.04,644391.44 USD,3.6,10-Nov-2023,13 November 2023,Partially Shipped,Agent,REP036,CUST-PO-44210,,1,EDI
SO0004523,CUST00001,PRD0007,Central National,594,858.26,509806.44,15.0,2024-11-07,2024-11-22,Delivered,Agent,REP036,CUST-PO-43105,Fragile - handle with care,0,CRM
SO0004524,CUST00064,PRD0006,Central National,753,863.54,650245.62,1.1,2022-12-23,20-Dec-2022,Processing,E-Commerce,REP037,CUST-PO-16820,,0,Web Portal
SO0004525,CUST00039,PRD0036,Lindenmeyr Publications,740,2760.66,2042888.4,19.3,19 March 2023,04/05/23,Delivered,Broker,REP016,CUST-PO-53161,TBC,1,CRM
 SO0004526  ,CUST00007,PRD0039,Lindenmeyr Publications,1119,2919.61,3267043.59,9.2,13-Jan-2024,2024-01-22,Delivered,AGENT,REP011,CUST-PO-25867,,0,CRM
SO0004527,CUST00027,PRD0037,Central National,1228,2213.97,2718755.16,17.1,29-Apr-2023,2023/05/14,Delivered,Direct Sales,REP013,CUST-PO-14662,Call before delivery,0,Web Portal
SO0004528,CUST00064,PRD0024,North American Distribution,1798,"$1,498.44",2694195.12 USD,7.1,2024-03-27,03/21/24,Delivered,BROKER,REP003,CUST-PO-95985,,0,SQL_Server_Sales
SO0004529,CUST00005,PRD0007,Lindenmeyr Publications,172,1737.25,298807.0,11.3,03 March 2023,2023-03-23,Delivered,E-Commerce,REP031,CUST-PO-61280,,0,CRM
SO0004530,CUST00016,PRD0017,Central National,626,$124.69,78055.94,,23 May 2024,2024-06-08,Processing,Broker,,CUST-PO-62560,Fragile - handle with care,1,SQL_Server_Sales
SO0004531,CUST00044,,Central National,432,1289.54,557081.28,,2023-08-14,2023-09-08,Cancelled,Direct Sales,REP039,CUST-PO-33208,,0,Web Portal
SO0004532,CUST00016,PRD0030,Lindenmeyr Publications,142,2706.42,384311.64,0.9,2023-04-15,04/24/23,Delivered,Inside Sales,,CUST-PO-44104,,0,EDI
SO0004533,  CUST00013  ,PRD0015,Lindenmeyr Publications,1664,1119.05,1862099.2,0.0,2024-02-03,2024-03-01,Delivered,Agent,REP020,CUST-PO-17545,Fragile - handle with care,1,CRM
SO0004534,CUST00035,PRD0035,Lindenmeyr Publications,46,2060.53 USD,94784.38,13.7,2024-06-30,2024-07-13,Processing,BROKER,REP032,CUST-PO-48376,,0,CRM
SO0004535,CUST00049,PRD0032,Lindenmeyr Publications,1734,3041.48,5273926.32,12.0,2023-04-28,2023-05-10,On Hold,E-Commerce,REP024,CUST-PO-21375,Deliver to dock B,1,SQL_Server_Sales
SO0004536,CUST00045,PRD0006,North American Distribution,1298,488.74,634384.52 USD,2.1,2022-11-19,2022-12-04,Delivered,,REP035,CUST-PO-33427,,0,Web Portal
SO0004537,CUST00032,PRD0018,Lindenmeyr Publications,1720,1358.35,"$2,336,362.00",18.0,2022-09-20,2022-10-14,Partially Shipped,E-Commerce,,CUST-PO-77209,TBC,0,EDI
SO0004538,CUST00006,PRD0038,Lindenmeyr Publications,21,2768.7,58142.7,2.9,2023-01-11,2023/02/04,Processing,,,CUST-PO-80591,Deliver to dock B,0,CRM
